Frase,Vetor1,Vetor2,Vetor3,Vetor4,Vetor5,Vetor6,Vetor7,Vetor8,Vetor9,Vetor10,Vetor11,Vetor12,Vetor13,Vetor14,Vetor15,Vetor16,Vetor17,Vetor18,Vetor19,Vetor20,Vetor21,Vetor22,Vetor23,Vetor24,Vetor25,Vetor26,Vetor27,Vetor28,Vetor29,Vetor30,Vetor31,Vetor32,Vetor33,Vetor34,Vetor35,Vetor36,Vetor37,Vetor38,Vetor39,Vetor40,Vetor41,Vetor42,Vetor43,Vetor44,Vetor45,Vetor46,Vetor47,Vetor48,Vetor49,Vetor50,sentimento
"['coração', 'azul', 'foguete']",0.21956418,-0.3837623,-0.45768595,-0.47603047,0.021355117,0.1310531,-0.24562947,-0.38165173,0.259306,0.10116962,-0.46877298,0.29890725,-0.028495912,-0.077608705,-0.08875578,0.37641993,-0.030257503,0.05305822,0.6173123,0.40903398,0.027658653,-0.23953968,-0.3744263,0.12696488,0.2223793,0.04981762,-0.10974385,-0.2531872,0.17713319,0.287285,0.34225208,0.35741642,-0.31199673,-0.011927018,0.14417726,0.073604725,-0.38845402,0.22660987,0.37973005,-0.008534684,0.24605685,-0.2509478,0.3203625,-0.2142749,-0.18545207,0.074407816,0.09305426,-0.0323128,0.06300039,-0.14547691,0
"['eita', 'existe', 'ninguém', 'responder', 'direct', 'simples', 'pergunta', 'pode', 'melhorar', 'fazendo', 'pergunta', 'fazendo', 'vistas', 'grossas', 'preciso', 'resposta', 'pois', 'negócio', 'pode', 'ficar']",0.14220227,-0.3200768,-0.480398,-0.36342415,0.021061685,0.17374285,-0.28665176,-0.4860566,0.21878946,0.15262002,-0.42815778,0.19481245,-0.027400058,-0.1290343,0.023654057,0.30148467,-0.06663343,-0.0130459685,0.7266268,0.5632498,0.00595048,-0.20633829,-0.24642849,0.09386225,0.25494426,0.08530081,-0.15467177,-0.11078392,0.12671553,0.29791972,0.3636108,0.2859936,-0.22082222,0.09339963,0.059993096,-0.06619261,-0.5828128,0.35423446,0.34397516,0.07314951,0.2258889,-0.15170528,0.26665434,-0.13718145,-0.22719507,0.16451047,0.07542135,-0.011857022,-0.097109854,-0.17731526,-1
"['mandei', 'pergunta', 'privado', 'responde', 'jeito', 'vou', 'ter', 'falar', 'tudo']",0.17992367,-0.37384108,-0.49527857,-0.41849813,0.030958442,0.19049552,-0.3298067,-0.4876486,0.25711635,0.15700254,-0.44024935,0.21431443,-0.027076334,-0.107153855,0.017607827,0.32218075,-0.063673675,-0.016206114,0.75044703,0.5539842,0.023256868,-0.22006102,-0.2763987,0.11454757,0.29168132,0.10221129,-0.12209919,-0.13842118,0.12837707,0.29785916,0.3568614,0.30196777,-0.2545446,0.054980412,0.08695273,-0.041494388,-0.56556046,0.34034574,0.3357086,0.06741177,0.22427937,-0.16686298,0.26970178,-0.15236242,-0.22188923,0.16566612,0.057802312,-0.008427209,-0.10193811,-0.1679775,-1
"['alocar', 'valor', 'nessa', 'nova', 'atualização']",0.09390607,-0.2533672,-0.4731266,-0.38938284,0.05040711,0.15096414,-0.24802531,-0.41678914,0.20915376,0.12159922,-0.39742202,0.22155079,-0.015481489,-0.13912275,0.016727056,0.30082715,-0.023788776,0.033949833,0.59367174,0.5216408,-0.03547913,-0.24255009,-0.2533233,0.091592096,0.2056546,0.034488656,-0.10457298,-0.16005325,0.1199924,0.30373818,0.3806604,0.3001539,-0.28440812,0.074467994,0.08840073,-0.0023139867,-0.47075042,0.29368904,0.3582299,0.089180365,0.2504215,-0.18115032,0.28619137,-0.20954828,-0.18725422,0.1629803,0.16000134,-0.022320814,-0.059817813,-0.16942663,0
"['recomendo', 'maior', 'banco', 'investimentos', 'américa', 'maravilhado']",0.14346609,-0.32554647,-0.4736001,-0.37432447,0.005942019,0.14355354,-0.26556548,-0.4552548,0.21438015,0.09452687,-0.3814794,0.21876606,-0.054757968,-0.14150684,0.031036535,0.24311225,-0.04437903,-0.07928115,0.69905984,0.5624323,-0.030488424,-0.22504203,-0.2043049,0.09400955,0.23464167,0.046632484,-0.1344477,-0.082878254,0.11111243,0.33105534,0.33805585,0.26030663,-0.2503581,0.033385027,0.048360277,-0.054547,-0.5469352,0.34921739,0.35457665,0.089954905,0.23638205,-0.14805292,0.24362528,-0.17145567,-0.2028991,0.15784766,0.08365033,0.04621423,-0.108665735,-0.14285046,1
['disciplina'],0.07942999,-0.17376855,-0.41357812,-0.2566325,0.064539135,0.18067685,-0.26038897,-0.47035757,0.116179995,0.15560533,-0.34758592,0.09578514,0.008339005,-0.1992574,0.10241795,0.23984876,-0.016616678,0.06613859,0.56656677,0.48318234,-0.062069494,-0.180908,-0.12705241,-0.02461617,0.15929946,0.09827875,-0.19685979,0.0667016,0.04620589,0.3110869,0.29054567,0.24127817,-0.16252038,0.19775835,-0.021098701,-0.099941574,-0.5509034,0.3232866,0.22869705,0.15994458,0.25359645,-0.06152842,0.22929625,-0.07006872,-0.19279648,0.23246944,0.12152952,-0.062815696,-0.13269332,-0.1765726,0
[],-0.16015697,-0.18596035,-0.26729253,-0.66314507,0.53412396,0.04955481,-0.36627334,-0.36894763,-0.009451821,0.023264619,-0.3211028,-0.14305332,-0.056373112,-0.3717482,0.42296028,0.36046106,0.09585371,0.41523212,0.47077435,0.40114215,-0.02698252,-0.60473025,0.06018558,-0.48285866,0.27464503,0.22154477,-0.18801674,0.18466067,0.116275415,0.27651942,0.48284638,0.530788,-0.4254846,0.03666165,0.18137619,-0.028679475,-0.23917472,0.297724,0.34127873,0.3364424,0.73389876,-0.30474067,0.3393998,-0.062100198,-0.1589345,0.5612364,0.2866434,-0.03508971,-0.04558017,-0.12949939,1
"['horário', 'especial']",0.096049406,-0.30421048,-0.44921,-0.3708213,0.035134014,0.14968026,-0.26167825,-0.44837424,0.14916807,0.124730684,-0.3827466,0.18178612,-0.06928753,-0.14445855,0.028115615,0.26937523,-0.040137142,0.016056981,0.61646,0.50645846,-0.0593993,-0.2229265,-0.1538115,0.055506907,0.2279828,0.060288865,-0.10660701,-0.055531476,0.061721418,0.30409202,0.381365,0.2515934,-0.22583304,0.040466245,0.04390717,-0.1067299,-0.49745727,0.34116784,0.33928668,0.12442814,0.254611,-0.18096231,0.17776479,-0.13485144,-0.15575172,0.16281837,0.10032918,0.013262775,-0.105080076,-0.1676064,0
"['cade', 'informe']",0.21592411,-0.36870033,-0.47500876,-0.3842272,0.064725704,0.12928253,-0.28671032,-0.45524758,0.22703984,0.06840225,-0.41615334,0.19289437,-0.03553935,-0.12278966,0.051241536,0.31428185,-0.051689956,-0.02436686,0.74272555,0.5156346,0.027088765,-0.2404791,-0.26526126,0.06256139,0.29681903,0.06857173,-0.17254667,-0.08104296,0.1439492,0.31192493,0.32232976,0.32689816,-0.28045815,0.0007953994,0.083928056,-0.03425462,-0.5222707,0.35326576,0.35420159,0.0844006,0.26727986,-0.19823152,0.24675788,-0.17691255,-0.22680488,0.15019765,0.07902766,0.02539209,-0.0675387,-0.113785416,0
"['gosto', 'demais', 'banco', 'confiança', 'sempre', 'inovandopalmas', 'palmas']",0.08148283,-0.24066278,-0.4442517,-0.33618295,0.025640503,0.1538458,-0.2509758,-0.43881008,0.19446409,0.1201828,-0.3781309,0.17975205,-0.03017883,-0.1621683,0.036872935,0.240023,-0.06180111,-0.004849127,0.6352322,0.57017714,-0.05593971,-0.22435173,-0.21991841,0.07001234,0.18127567,0.048284844,-0.13939664,-0.07539075,0.10919407,0.3070467,0.33564606,0.26114655,-0.2472884,0.12179931,0.05417308,-0.048123535,-0.5290283,0.3155828,0.3379275,0.122199334,0.24603961,-0.13264577,0.27429703,-0.16606215,-0.20597887,0.18439241,0.1547822,-0.001544509,-0.10871971,-0.18218204,1
['foguete'],0.23481274,-0.46336624,-0.39178362,-0.4647971,-0.0024135872,0.1739339,-0.27141866,-0.40667942,0.29198918,0.09226665,-0.45996702,0.26412508,-0.050350986,-0.06273954,-0.04540541,0.35974005,-0.0874216,0.039252467,0.68320215,0.38356408,0.09271967,-0.19157058,-0.35478994,0.18899332,0.28473747,0.17442463,-0.112758346,-0.2344022,0.1664102,0.27656826,0.23500629,0.34653786,-0.25431976,-0.081997365,0.17757863,0.05523419,-0.4074892,0.20719151,0.31183007,-0.016516203,0.23900981,-0.2333739,0.20228563,-0.1202472,-0.21938573,0.0237248,0.008206736,-0.008439591,0.0508714,-0.14374465,0
"['personalidade', 'incrível', 'grandes', 'qualidades', 'liderança', 'acreditei', 'mãos', 'sucesso', 'depositei', 'alguns', 'dias', 'recebi', 'credibilidade', 'pode', 'esquecida']",0.16198234,-0.31467074,-0.4720148,-0.37079412,0.02776571,0.1791267,-0.28193545,-0.48107815,0.24539888,0.1466379,-0.43207514,0.19055195,-0.027553692,-0.10903558,-0.011949915,0.28684208,-0.058564056,-0.017653912,0.71975553,0.5738883,-0.011441867,-0.18444453,-0.25720653,0.12722178,0.25891033,0.08871469,-0.16169906,-0.119787924,0.118010454,0.29805347,0.36668834,0.2826042,-0.24611741,0.07057079,0.060995772,-0.07845906,-0.5829354,0.34862956,0.35863823,0.046106488,0.19111899,-0.15103234,0.27788052,-0.15775853,-0.23142868,0.15766051,0.05826148,-0.007318368,-0.10535201,-0.18682186,1
['triste'],0.12879466,-0.32824725,-0.48261076,-0.44723898,0.04113375,0.16157241,-0.30919275,-0.5585584,0.20846143,0.14140262,-0.37298018,0.18966259,-0.014296497,-0.20552817,0.14462106,0.38260624,0.00070773513,0.016689122,0.74109715,0.5791421,0.012619516,-0.22948194,-0.1822896,0.02914692,0.30000642,0.12370863,-0.16678071,-0.12389414,0.18855597,0.31303355,0.37133023,0.33849075,-0.15379319,0.12469812,0.057665337,-0.120153666,-0.59149945,0.38953248,0.3436375,0.10820794,0.2539157,-0.12887606,0.23572657,-0.10105167,-0.2662411,0.18404825,0.0695925,-0.019700695,-0.104865,-0.14492854,1
"['poderiam', 'obrigada']",0.1536079,-0.294772,-0.46217927,-0.38137522,0.0057832673,0.1712984,-0.28343275,-0.43061614,0.22169031,0.13738166,-0.3963364,0.2461039,-0.04607029,-0.15024853,-0.009705084,0.22720556,-0.027439917,-0.016153464,0.62689847,0.50684845,-0.047009367,-0.23981316,-0.20542677,0.08076012,0.1795653,0.060436267,-0.14967512,-0.03734168,0.071826994,0.34427774,0.30141926,0.2590627,-0.26909667,0.029181158,0.06558599,0.0055092075,-0.49265596,0.28247833,0.2892281,0.09064747,0.25928703,-0.14208467,0.2532399,-0.16142952,-0.17468928,0.1540366,0.08899527,0.0022944186,-0.07570346,-0.16787107,0
"['feriado', 'cancelado', 'assim', 'bovegas', 'povo', 'trabalhadormuitoengraçado']",0.12413281,-0.31067434,-0.44597536,-0.3917433,-0.026319493,0.14343067,-0.2583061,-0.4225411,0.23217961,0.101587884,-0.38976243,0.24452822,-0.04614076,-0.12416205,-0.013268147,0.24706633,-0.03527327,-0.051759113,0.6483177,0.5289698,-0.033703793,-0.2018946,-0.23956998,0.13988692,0.19760059,0.060439676,-0.12131273,-0.12566407,0.12037256,0.31331348,0.32389557,0.2687295,-0.25751835,0.041681714,0.07504401,-0.024331868,-0.49076495,0.28273937,0.3435983,0.07558487,0.22424458,-0.14611709,0.2687531,-0.19160618,-0.19685714,0.12153358,0.08536833,0.02454333,-0.07709402,-0.17031723,-1
"['provavelmente', 'investe', 'algum', 'fundo', 'imobiliário', 'gerido']",0.17829047,-0.34991142,-0.47427964,-0.34773648,0.009438893,0.16781369,-0.2778725,-0.46284524,0.22564031,0.121117994,-0.4247028,0.20404568,-0.035170045,-0.10133336,0.01802958,0.29554546,-0.07779357,-0.03361092,0.72618896,0.5272707,0.018931774,-0.18321414,-0.26100144,0.12920372,0.27284932,0.09829341,-0.14823246,-0.12230686,0.11718037,0.30604267,0.31744412,0.275407,-0.22866276,0.04845975,0.060873374,-0.030379986,-0.56408757,0.3377059,0.3222113,0.0469583,0.20901878,-0.15450916,0.23574539,-0.13611358,-0.22349449,0.13970883,0.04606127,0.0043806173,-0.080661334,-0.15642413,1
"['criaram', 'página', 'investidores']",0.15814987,-0.31656525,-0.47745314,-0.3303876,0.024949858,0.17317572,-0.27745602,-0.49110788,0.19662385,0.1434401,-0.4030656,0.1908062,-0.018836737,-0.14539707,0.052673675,0.27530837,-0.055813603,-0.040013913,0.71816814,0.55050355,-0.00051668973,-0.20494813,-0.21613061,0.059763085,0.25105196,0.08259293,-0.17814848,-0.05686284,0.1081094,0.3131215,0.3281658,0.27714756,-0.2102017,0.08514301,0.031647276,-0.06097542,-0.5882675,0.36326674,0.3139034,0.07555725,0.23808376,-0.12725388,0.23673277,-0.12211688,-0.22778797,0.16455258,0.052140348,0.0050985054,-0.10371739,-0.15448684,-1
"['recebendo', 'informe', 'nunca', 'abri', 'consigo', 'verificar']",0.24599445,-0.42504147,-0.5099202,-0.38488272,0.008853507,0.13617164,-0.29910222,-0.47637394,0.2148546,0.10572695,-0.4498115,0.23219016,-0.030870846,-0.0858857,0.02040546,0.3285782,-0.051023364,-0.07238619,0.79149956,0.5050858,0.04987779,-0.21136089,-0.297259,0.08071722,0.315231,0.069349065,-0.17045066,-0.10938499,0.1429677,0.29581544,0.35410094,0.3119672,-0.25361,0.0023614715,0.057511635,-0.024374435,-0.5597589,0.37597626,0.3479318,0.035983596,0.24448143,-0.1917759,0.2566979,-0.15162979,-0.20867023,0.11748268,-0.013729202,0.024620397,-0.056027375,-0.11966084,-1
['respondem'],0.07462578,-0.20110296,-0.4373959,-0.31038713,0.0367519,0.15013674,-0.26094744,-0.4428499,0.18912941,0.15044531,-0.3373133,0.14033012,-0.06883704,-0.16712072,0.019872876,0.22959615,-0.041812755,0.0055580917,0.62101877,0.5546666,-0.0738357,-0.20843884,-0.15059191,0.02604612,0.20548636,0.06517349,-0.17656825,-0.04647406,0.07062667,0.2976379,0.33500665,0.24567105,-0.21269678,0.118170924,-0.00074764626,-0.074234575,-0.5447288,0.3535744,0.3200231,0.09531641,0.231539,-0.10455774,0.24643475,-0.15737101,-0.22274092,0.22291137,0.11140684,0.016228268,-0.14001592,-0.16236241,0
"['informações', 'corretas', 'dá', 'ter', 'cuidado']",0.20219934,-0.37017143,-0.48569196,-0.43489334,0.024091393,0.13937952,-0.28164354,-0.46029606,0.26171485,0.09999601,-0.4240214,0.22698063,-0.025604779,-0.11625326,-0.0057742796,0.33675635,-0.037947275,-0.027310507,0.73539793,0.53031117,0.015832517,-0.22184245,-0.29257515,0.11124564,0.28026828,0.05907532,-0.1448615,-0.16684665,0.1649178,0.2962815,0.35856745,0.33909294,-0.26484606,0.041388176,0.08306984,-0.03596083,-0.52947414,0.33302101,0.38205618,0.04370297,0.2264259,-0.17910787,0.3025391,-0.20587607,-0.23269023,0.14024138,0.07179098,0.013198822,-0.06857831,-0.13733304,-1
"['agora', 'informações']",0.16248383,-0.27881292,-0.46390104,-0.37613764,0.03130525,0.10897393,-0.22781253,-0.40955698,0.20497257,0.09618959,-0.38564536,0.25731245,-0.011384718,-0.14993824,0.0075751543,0.31075585,-0.021249684,0.032123756,0.58177173,0.45851955,-0.037187953,-0.23737967,-0.30120128,0.0479441,0.20702332,0.023518728,-0.17164929,-0.13757065,0.13129483,0.29818252,0.2930716,0.3526914,-0.2992142,0.054966446,0.07478626,0.076334305,-0.4147223,0.26471195,0.3359009,0.05232646,0.28630757,-0.17927349,0.28286603,-0.23751509,-0.2021833,0.11697322,0.1125265,0.010496202,0.009144972,-0.12679219,1
"['agora', 'estagiário', 'sarou', 'ressaca', 'alívio', 'muitoriso']",0.12717871,-0.33329174,-0.48008704,-0.39311528,0.053188182,0.19099167,-0.25920293,-0.48335245,0.22748327,0.15204914,-0.41476646,0.21660957,-0.029533617,-0.13944763,0.012946156,0.2867972,-0.07097749,-0.011482843,0.6668452,0.5531912,-0.018702453,-0.22214223,-0.2237731,0.11302928,0.2503124,0.070096254,-0.11101639,-0.13799267,0.09159294,0.31757745,0.3557863,0.29476693,-0.25436065,0.04750163,0.073232874,-0.03995917,-0.54976463,0.32699466,0.35918093,0.05872877,0.23712873,-0.16912796,0.22418685,-0.16511823,-0.20954685,0.16648456,0.09821273,0.011979125,-0.0821137,-0.16680723,-1
"['andré', 'dono', 'preso', 'lava', 'jato']",0.12150994,-0.32957116,-0.49601814,-0.4322182,0.05144189,0.17499101,-0.31496727,-0.4874702,0.24206555,0.1296965,-0.3800402,0.18975732,-0.029880805,-0.1509685,0.06710643,0.28308204,-0.0027987456,-0.022866875,0.6862024,0.5471772,-0.01931057,-0.25044656,-0.21000855,0.076409794,0.27916157,0.060096458,-0.1116092,-0.09471671,0.10380417,0.31759545,0.38457808,0.292962,-0.2600255,0.047662657,0.070837915,-0.073317915,-0.5352941,0.3520832,0.3606738,0.12724742,0.24385166,-0.15816672,0.2525765,-0.18163255,-0.20312904,0.19275753,0.10776249,0.018342772,-0.11278946,-0.13383074,-1
"['dizem', 'sabem', 'funcionamento']",0.17536634,-0.362712,-0.45451534,-0.3543517,0.019328946,0.1533061,-0.2478344,-0.42281651,0.21549815,0.09677599,-0.42213494,0.20218536,-0.0392552,-0.10652407,-0.00016955649,0.27859998,-0.09004656,-0.042064246,0.70979255,0.50901425,0.02367893,-0.21862683,-0.26825443,0.10165907,0.22781758,0.06640477,-0.14172263,-0.11122343,0.13118805,0.3040863,0.31512088,0.27738473,-0.24663123,0.036439423,0.07667656,-0.0097791,-0.5244994,0.31139198,0.33068833,0.055478193,0.24132347,-0.17434925,0.24419953,-0.1409047,-0.2085436,0.13781999,0.084974974,0.008396854,-0.048687577,-0.14160034,-1
"['informações', 'errada']",0.16195436,-0.26840234,-0.4733,-0.3656672,0.04230522,0.10233924,-0.24980049,-0.40447587,0.2089035,0.09686508,-0.38787097,0.23015963,-0.008106241,-0.12772225,0.002159996,0.32538968,-0.030183172,0.028945599,0.622613,0.49873295,-0.03421581,-0.22484529,-0.2965799,0.06173651,0.24121723,0.029147992,-0.16802067,-0.14214787,0.13334842,0.2771994,0.33030587,0.35841638,-0.3051088,0.06706879,0.068284005,0.043139067,-0.44333512,0.28979257,0.33979103,0.053992976,0.26594898,-0.17489459,0.29852754,-0.26263505,-0.21154088,0.14026849,0.106415965,0.008962886,-0.04700579,-0.14240679,0
"['consigo', 'acessar', 'triste', 'triste']",0.14481607,-0.34221035,-0.50077504,-0.416751,0.022806827,0.16528592,-0.28302827,-0.55196804,0.2253235,0.14681791,-0.41164118,0.21798937,-0.026637012,-0.1707941,0.07389998,0.33003163,-0.031699233,-0.042618137,0.75868756,0.6044671,0.0019420611,-0.21726002,-0.22441994,0.071482204,0.28311515,0.08281701,-0.16793026,-0.13808401,0.16767585,0.3190221,0.38290673,0.31238782,-0.1969731,0.09753348,0.049300734,-0.10486013,-0.6207175,0.399913,0.39329523,0.06753625,0.23005483,-0.14528108,0.26605654,-0.13212985,-0.2580141,0.16379987,0.057683118,0.012051387,-0.0939359,-0.15569517,-1
"['deveria', 'carnaval', 'nunca', 'feriado']",0.17638153,-0.3398464,-0.48128256,-0.3703234,0.04201282,0.16137017,-0.30001378,-0.44292378,0.23044346,0.11215571,-0.41860628,0.19917142,-0.015421566,-0.09521797,0.031968165,0.30274084,-0.04884706,-0.029630799,0.7229393,0.52713007,0.028029652,-0.21431161,-0.26633927,0.10711298,0.2889324,0.08421757,-0.13239598,-0.116175175,0.11898685,0.2914006,0.35211748,0.30275953,-0.27353793,0.023522018,0.07903204,-0.026555743,-0.53488606,0.33729377,0.3241783,0.07176244,0.23745552,-0.17069569,0.26082996,-0.17862755,-0.20696296,0.15196967,0.057388756,0.0020315177,-0.10526382,-0.14989147,-1
