Column1,id,autor,texto,shortCode,tipoInteracao,tipoMidia,idInteracao,idPai,URL,dataPublicada,dataInsercao,anomalia,probabilidadeAnomalia,processado,contemHyperlink
22,23,galdino.runner,"Eu sou muito exigente mas esse banco me superou, nunca pedi nada e me liberaram cartão com limite ótimo, tudo perfeito...",CkG9KXjpY2B,comment,REELS,18005904001497494,-,https://www.instagram.com/p/CkG9KXjpY2B/c/18005904001497494/,2022-10-24 17:42:41,2022-10-25 21:52:59,-1,0,0,-1
23,24,ronisantos180,Tá faltando zerar a corretagens em ações aí fica top,CkG9KXjpY2B,comment,REELS,17845248896858599,-,https://www.instagram.com/p/CkG9KXjpY2B/c/17845248896858599/,2022-10-24 17:29:20,2022-10-25 21:53:00,-1,0,0,-1
24,25,thlimaoficial,💙,CkG9KXjpY2B,comment,REELS,18000409306478035,-,https://www.instagram.com/p/CkG9KXjpY2B/c/18000409306478035/,2022-10-24 16:56:43,2022-10-25 21:53:00,-1,0,0,-1
25,26,gustavopaulinno,"Não tem outro igual, BTG é o melhor!",CkG9KXjpY2B,comment,REELS,17983688287717831,-,https://www.instagram.com/p/CkG9KXjpY2B/c/17983688287717831/,2022-10-24 16:55:41,2022-10-25 21:53:00,-1,0,0,-1
26,27,diego_antunescf,Melhor equipe de research! 💪,CkG9KXjpY2B,comment,REELS,18033712537398863,-,https://www.instagram.com/p/CkG9KXjpY2B/c/18033712537398863/,2022-10-24 16:53:57,2022-10-25 21:53:00,-1,0,0,-1
27,28,btgpactual,"@lzz_costa agradecemos o feedback, acabei de encaminhar para o time responsável para que seja analisado.

Sugestões, elogios e críticas construtivas sempre são bem-vindos, pois nos ajudam a melhorar nosso produto e proporcionar uma experiência de uso mais agradável aos nossos clientes.

Em caso de dúvidas, estamos à disposição! 😉",Cj8hOAhp8HR,reply,REELS,18021459349437030,17908701932648361,https://www.instagram.com/p/Cj8hOAhp8HR/c/17908701932648361/r/18021459349437030,2022-10-24 18:05:51,2022-10-25 21:53:01,-1,0,0,-1
28,29,btgpactual,@elisalugao é um prazer tê-la conosco! 💙,Cj8hOAhp8HR,reply,REELS,17980871077681126,17980994791728464,https://www.instagram.com/p/Cj8hOAhp8HR/c/17980994791728464/r/17980871077681126,2022-10-24 11:50:32,2022-10-25 21:53:01,-1,0,0,-1
29,30,btgpactual,@luiz_a.j.dos_santos 💙 🚀,Cj8hOAhp8HR,reply,REELS,17956472333135287,17937506885446916,https://www.instagram.com/p/Cj8hOAhp8HR/c/17937506885446916/r/17956472333135287,2022-10-24 11:45:59,2022-10-25 21:53:01,-1,0,0,-1
30,31,btgpactual,"Olá, Luciano! Tudo bem? 

Te enviamos uma mensagem privada para te ajudar com mais assertividade!",Cj8hOAhp8HR,reply,REELS,17976532717677270,17983859134650981,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983859134650981/r/17976532717677270,2022-10-24 11:21:25,2022-10-25 21:53:01,-1,0,0,-1
31,32,btgpactual,"Olá, Carolina! Tudo bem?

Te enviamos uma mensagem privada para te ajudar com mais assertividade!",Cj8hOAhp8HR,reply,REELS,17941088279386232,17963752801966443,https://www.instagram.com/p/Cj8hOAhp8HR/c/17963752801966443/r/17941088279386232,2022-10-24 11:10:23,2022-10-25 21:53:01,-1,0,0,-1
32,33,btgpactual,@wilsontransporte 😉 💙,Cj8hOAhp8HR,reply,REELS,18195740509170479,17949836588248845,https://www.instagram.com/p/Cj8hOAhp8HR/c/17949836588248845/r/18195740509170479,2022-10-21 11:10:49,2022-10-25 21:53:02,-1,0,0,-1
33,34,btgpactual,"@leibrazuka, obrigado pela confiança! 💙",Cj8hOAhp8HR,reply,REELS,17950376006094259,17905303817656548,https://www.instagram.com/p/Cj8hOAhp8HR/c/17905303817656548/r/17950376006094259,2022-10-21 10:01:38,2022-10-25 21:53:02,-1,0,0,-1
34,35,btgpactual,@luizantoniojovinodossan 💙🚀,Cj8hOAhp8HR,reply,REELS,18057164458344607,17956035905128494,https://www.instagram.com/p/Cj8hOAhp8HR/c/17956035905128494/r/18057164458344607,2022-10-21 10:06:07,2022-10-25 21:53:02,-1,0,0,-1
35,36,btgpactual,@mayarainvest 💙🚀,Cj8hOAhp8HR,reply,REELS,17908283744649788,17976692614744887,https://www.instagram.com/p/Cj8hOAhp8HR/c/17976692614744887/r/17908283744649788,2022-10-21 10:07:21,2022-10-25 21:53:02,-1,0,0,-1
36,37,btgpactual,@cavalierimario 🚀😉,Cj8hOAhp8HR,reply,REELS,17883891434684312,17954194544157043,https://www.instagram.com/p/Cj8hOAhp8HR/c/17954194544157043/r/17883891434684312,2022-10-21 10:07:36,2022-10-25 21:53:03,-1,0,0,-1
37,38,btgpactual,@rafaelrubin 🚀🚀,Cj8hOAhp8HR,reply,REELS,18063392074332827,17938922078409161,https://www.instagram.com/p/Cj8hOAhp8HR/c/17938922078409161/r/18063392074332827,2022-10-20 19:00:07,2022-10-25 21:53:03,-1,0,0,-1
38,39,btgpactual,@thlimaoficial 😉💙,Cj8hOAhp8HR,reply,REELS,17908347290577101,18228354475195797,https://www.instagram.com/p/Cj8hOAhp8HR/c/18228354475195797/r/17908347290577101,2022-10-20 17:54:23,2022-10-25 21:53:03,-1,0,0,-1
39,40,btgpactual,"@mocafilho, agradecemos o seu feedback!

Hoje cobramos uma corretagem regressiva, como você pode verificar neste link: https://www.btgpactualdigital.com/b/custos

Analisando os serviços e a qualidade dos mesmos junto ao atendimento entregue, avaliamos que a corretagem é cobrada de forma justa. Estamos trabalhando para a cada dia melhorar e entregar mais funcionalidades, para auxiliá-lo nas operações em renda variável.

Qualquer dúvida, estamos à disposição! 😉",Cj8hOAhp8HR,reply,REELS,18001844236508899,17983540390646151,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983540390646151/r/18001844236508899,2022-10-20 17:59:23,2022-10-25 21:53:03,-1,0,0,-1
40,41,btgpactual,"@denilson_lucasz, obrigado pela confiança!💙🚀",Cj8hOAhp8HR,reply,REELS,17959419254085470,17990090458581504,https://www.instagram.com/p/Cj8hOAhp8HR/c/17990090458581504/r/17959419254085470,2022-10-20 17:55:51,2022-10-25 21:53:04,-1,0,0,-1
41,42,lzz_costa,O banco e ecelente! Porém e difícil conseguir limites e também tudo que faço pedem foto do rosto as vezes estou na rua em movimento e fica chato! Também sempre que chega notificação de transferência ou pix ou até compra não dá para ler a mensagem por completo pós fica faltando...,Cj8hOAhp8HR,comment,REELS,17908701932648361,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17908701932648361/,2022-10-24 16:03:26,2022-10-25 21:53:04,-1,0,0,-1
42,43,wenio.oliveira.df,"Chegou a hora de você ter seu cartão de crédito,tá Aprovando demais!!!!!DIGIO me liberou 5 mil de limite e um ótimo cartão de crédito e está aprovando demais, quer um link de indicação p sua aprovação ser facilitada? Comente algo ou me mande msg no direct, boa sorte e obrigada.",Cj8hOAhp8HR,comment,REELS,17845926767868445,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17845926767868445/,2022-10-24 12:35:24,2022-10-25 21:53:04,-1,0,0,-1
43,44,elisalugao,O melhor❤️❤️ 👏🏻👏🏻adoro fazer parte de td isso❤️❤️,Cj8hOAhp8HR,comment,REELS,17980994791728464,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17980994791728464/,2022-10-23 09:35:34,2022-10-25 21:53:04,-1,0,0,-1
44,45,luiz_a.j.dos_santos,👏,Cj8hOAhp8HR,comment,REELS,17937506885446916,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17937506885446916/,2022-10-22 22:12:35,2022-10-25 21:53:05,-1,0,0,-1
45,46,nuno_scariot,Fora BTG/PT,Cj8hOAhp8HR,comment,REELS,17985686110625310,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17985686110625310/,2022-10-22 16:22:59,2022-10-25 21:53:05,-1,0,0,-1
46,47,luciano_fernandes.sim,Desde d JULHO q aguardo uma resposta referente abertura d conta c/ vcs. Tá preste  completar 90 DIAS!!! um ABSURDO!,Cj8hOAhp8HR,comment,REELS,17983859134650981,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983859134650981/,2022-10-21 22:55:24,2022-10-25 21:53:05,-1,0,0,-1
47,48,carolin4castro,Oi! Eu não estou conseguindo abrir uma conta com vocês porque diz que os dados de confirmação estão incorretos. Vocês conseguem me ajudar por favor? Obrigada,Cj8hOAhp8HR,comment,REELS,17963752801966443,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17963752801966443/,2022-10-21 18:59:58,2022-10-25 21:53:05,-1,0,0,-1
48,49,gustavocraupp,É normal o RI do BTRA11 não responder?,Cj8hOAhp8HR,comment,REELS,17872892894779843,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17872892894779843/,2022-10-21 15:01:10,2022-10-25 21:53:06,-1,0,0,-1
49,50,wilsontransporte,👏👏,Cj8hOAhp8HR,comment,REELS,17949836588248845,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17949836588248845/,2022-10-21 10:32:32,2022-10-25 21:53:06,-1,0,0,-1
50,51,leibrazuka,Vamos que vamosssss rumo aos 20,Cj8hOAhp8HR,comment,REELS,17905303817656548,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17905303817656548/,2022-10-21 03:56:21,2022-10-25 21:53:06,-1,0,0,-1
51,52,luizantoniojovinodossan,👏,Cj8hOAhp8HR,comment,REELS,17956035905128494,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17956035905128494/,2022-10-21 00:16:35,2022-10-25 21:53:06,-1,0,0,-1
52,53,stecelentano,@marianacardoso26 💙,Cj8hOAhp8HR,comment,REELS,18236198539180482,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18236198539180482/,2022-10-20 20:57:19,2022-10-25 21:53:07,-1,0,0,-1
53,54,paulo_a_q,Está btgpactual é a betano é,Cj8hOAhp8HR,comment,REELS,17858693498821872,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17858693498821872/,2022-10-20 20:49:52,2022-10-25 21:53:07,-1,0,0,-1
54,55,mayarainvest,😍😍😍😍😍,Cj8hOAhp8HR,comment,REELS,17976692614744887,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17976692614744887/,2022-10-20 20:23:03,2022-10-25 21:53:07,-1,0,0,-1
55,56,cavalierimario,🙌,Cj8hOAhp8HR,comment,REELS,17954194544157043,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17954194544157043/,2022-10-20 19:48:04,2022-10-25 21:53:07,-1,0,0,-1
56,57,rafaelrubin,👏👏👏👏👏👏👏,Cj8hOAhp8HR,comment,REELS,17938922078409161,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17938922078409161/,2022-10-20 18:18:24,2022-10-25 21:53:08,-1,0,0,-1
57,58,thlimaoficial,💙,Cj8hOAhp8HR,comment,REELS,18228354475195797,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18228354475195797/,2022-10-20 17:30:57,2022-10-25 21:53:08,-1,0,0,-1
58,59,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,17958275047959102,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17958275047959102/,2022-10-20 17:22:29,2022-10-25 21:53:08,-1,0,0,-1
59,60,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,17978355163733271,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17978355163733271/,2022-10-20 17:22:24,2022-10-25 21:53:08,-1,0,0,-1
60,61,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,18188986150215073,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18188986150215073/,2022-10-20 17:22:13,2022-10-25 21:53:09,-1,0,0,-1
61,62,victorp284,#compraofluminense,Cj8hOAhp8HR,comment,REELS,17887999115723397,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17887999115723397/,2022-10-20 17:22:04,2022-10-25 21:53:09,-1,0,0,-1
62,63,filipetiseu,Nem 🔥. Estou de olho hein @nevesleticia,Cj8hOAhp8HR,comment,REELS,17951498450224255,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17951498450224255/,2022-10-20 17:21:26,2022-10-25 21:53:09,-1,0,0,-1
63,64,mocafilho,Cancela a taxa de corretagem pra fica show,Cj8hOAhp8HR,comment,REELS,17983540390646151,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983540390646151/,2022-10-20 16:48:42,2022-10-25 21:53:09,-1,0,0,-1
64,65,denilson_lucasz,O melhor banco 👏👏👏🔥🔥🔥,Cj8hOAhp8HR,comment,REELS,17990090458581504,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17990090458581504/,2022-10-20 16:18:22,2022-10-25 21:53:10,-1,0,0,-1
65,66,yeyaxe9732,"Muito obrigado
  @lily_andrew_fx, recebi meu
  lucrar alguns minutos atrás com o seu
  plataforma e vale $ 20.400.  Eu acabei de
  quero agradecer por sua excelente
  plataforma e assistência",Cj8hOAhp8HR,comment,REELS,17927260235474622,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17927260235474622/,2022-10-20 15:56:05,2022-10-25 21:53:10,-1,0,0,-1
66,67,btgpactual,@luiz_a.j.dos_santos 💙 💙,Cj3uqePJOTF,reply,REELS,17909556212577606,17993395333561861,https://www.instagram.com/p/Cj3uqePJOTF/c/17993395333561861/r/17909556212577606,2022-10-24 11:46:16,2022-10-25 21:53:10,-1,0,0,-1
67,68,btgpactual,"Olá, Richard! Tudo bem?

O evento foi transmitido ao vivo e teve início às 8h30.

Qualquer dúvida, estamos aqui!",Cj3uqePJOTF,reply,REELS,17969517370767987,17938183664310517,https://www.instagram.com/p/Cj3uqePJOTF/c/17938183664310517/r/17969517370767987,2022-10-21 09:59:21,2022-10-25 21:53:10,-1,0,0,-1
68,69,btgpactual,@jersonzanlorenzi 😉🚀,Cj3uqePJOTF,reply,REELS,17896520078687384,17928697013441628,https://www.instagram.com/p/Cj3uqePJOTF/c/17928697013441628/r/17896520078687384,2022-10-19 09:25:02,2022-10-25 21:53:11,-1,0,0,-1
69,70,btgpactual,@bicalhojulia 🚀🚀,Cj3uqePJOTF,reply,REELS,17962482262886909,17959791745900423,https://www.instagram.com/p/Cj3uqePJOTF/c/17959791745900423/r/17962482262886909,2022-10-19 09:25:14,2022-10-25 21:53:11,-1,0,0,-1
70,71,btgpactual,@vitor.aai 💙 🚀,Cj3uqePJOTF,reply,REELS,17978983108685089,17966990521905509,https://www.instagram.com/p/Cj3uqePJOTF/c/17966990521905509/r/17978983108685089,2022-10-19 08:57:24,2022-10-25 21:53:11,-1,0,0,-1
71,72,btgpactual,@queroacoes 💙 🚀,Cj3uqePJOTF,reply,REELS,18057364030347613,17861192507811380,https://www.instagram.com/p/Cj3uqePJOTF/c/17861192507811380/r/18057364030347613,2022-10-19 09:00:54,2022-10-25 21:53:11,-1,0,0,-1
72,73,luiz_a.j.dos_santos,👏,Cj3uqePJOTF,comment,REELS,17993395333561861,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17993395333561861/,2022-10-22 22:17:40,2022-10-25 21:53:12,-1,0,0,-1
73,74,richardfortes,É uma live? Que horas começa?,Cj3uqePJOTF,comment,REELS,17938183664310517,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17938183664310517/,2022-10-21 06:49:34,2022-10-25 21:53:12,-1,0,0,-1
74,75,victorp284,Compra o flu,Cj3uqePJOTF,comment,REELS,17949846170206288,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17949846170206288/,2022-10-20 17:23:34,2022-10-25 21:53:12,-1,0,0,-1
75,76,victorp284,#fluminense,Cj3uqePJOTF,comment,REELS,17965055047942511,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17965055047942511/,2022-10-20 17:23:29,2022-10-25 21:53:12,-1,0,0,-1
76,77,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹,Cj3uqePJOTF,comment,REELS,17960671163072142,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17960671163072142/,2022-10-20 17:22:58,2022-10-25 21:53:12,-1,0,0,-1
77,78,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj3uqePJOTF,comment,REELS,17954381144290613,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17954381144290613/,2022-10-20 17:22:50,2022-10-25 21:53:13,-1,0,0,-1
78,79,nelsonpedrobom,👏👏👏👏💵💵🇧🇷👏,Cj3uqePJOTF,comment,REELS,17980821529664056,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17980821529664056/,2022-10-19 23:08:42,2022-10-25 21:53:13,-1,0,0,-1
79,80,diegomarques8819,Faturas vc não consegui gerar no aplicativo pq te obrigam a pagar fazendo pix na conta,Cj3uqePJOTF,comment,REELS,17956847462112884,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17956847462112884/,2022-10-19 14:33:18,2022-10-25 21:53:13,-1,0,0,-1
80,81,diegomarques8819,"Deixar aqui essa pra quem não sabe, eles ativam o débito automático sem vc se quer pedir autorização, e outra fatura vence vc não recebe nem um e-mail da fatura, sendo que este serviço eu sempre deixo autorizado no aplicativo",Cj3uqePJOTF,comment,REELS,18162903304255386,-,https://www.instagram.com/p/Cj3uqePJOTF/c/18162903304255386/,2022-10-19 14:31:52,2022-10-25 21:53:13,-1,0,0,-1
81,82,diegomarques8819,"Até que no começo mereceu elogio mas agora, deixou a desejar tiraram meu limite +, usava sempre pra cobrir as faturas, pq msm alterando a data de vencimento não conseguia pagar no dia correto, agora liguei ontem no banco retiraram pq a gnt está em constante análises, tenho o banco inter que me oferece até empréstimos, e vcs tiram um limite mais de 200 reais que sempre usava nas faturas, traduzindo quitando minha dívida irei cancelar 😉",Cj3uqePJOTF,comment,REELS,17971953883736440,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17971953883736440/,2022-10-19 14:27:00,2022-10-25 21:53:14,-1,0,0,-1
82,83,netosillva,Atendimento extremamente amador. Decepcionado com esse banco!!!,Cj3uqePJOTF,comment,REELS,17857429598827003,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17857429598827003/,2022-10-19 12:28:51,2022-10-25 21:53:14,-1,0,0,-1
83,84,l0luiz,Preço alvo de natura ajustado de 70 para 18. Erraram só um pouco no valuation.,Cj3uqePJOTF,comment,REELS,17959449103913044,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17959449103913044/,2022-10-19 11:46:46,2022-10-25 21:53:14,-1,0,0,-1
84,85,joaorezende8,"Com problemas com a @btgpactual que se nega a responder meus questionamentos, colocaram uma analista para me atender que nada mais responde além do que foi treinada a responder",Cj3uqePJOTF,comment,REELS,17958209132104212,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17958209132104212/,2022-10-19 11:16:19,2022-10-25 21:53:14,-1,0,0,-1
