dataPublicada,autor,texto,sentimento,tipoInteracao,anomalia,probabilidadeAnomalia,linkPost,processado,contemHyperlink,texto_e_palavra,texto_tokenizado,sentimento_revisto
"""2022-02-28 10:21:00""",gustavopaulinno,"Agora sim, as informações estão corretas.",POSITIVE,comentário,0,27,https://www.instagram.com/p/CahbUK6O3gZ/#17845827707738623,0,0,"Agora sim, as informações estão corretas.","['agora', 'informações']",-1.0
"""2022-02-28 10:21:00""",pereira.marcilio,"Agora sim, o estagiário sarou da ressaca 😅🤣",NEGATIVE,comentário,0,16,https://www.instagram.com/p/CahbUK6O3gZ/#17912735888261829,0,0,"Agora sim, o estagiário sarou da ressaca alívio muitoRiso ","['agora', 'estagiário', 'sarou', 'da', 'ressaca', 'alívio', 'muitoriso']",-1.0
"""2022-02-28 09:17:00""",stockmelo,"Fonte: André Esteves, dono da @exame e @btgpactual que já foi preso na lava jato com o l@arapio de 9 dedos.",NEGATIVE,comentário,1,53,https://www.instagram.com/p/CacrdWXMrPv/#18283984702004891,0,0,"Fonte: André Esteves, dono da @exame e @btgpactual que já foi preso na lava jato com o l@arapio de 9 dedos.","['andré', 'dono', 'da', 'preso', 'lava', 'jato']",-1.0
"""2022-02-28 09:04:00""",marcoaupira,Vocês se dizem experts...mas nem sabem o funcionamento da B3😂,NEGATIVE,comentário,0,25,https://www.instagram.com/p/CahD9mvLIRt/#18221593123116536,0,0,Vocês se dizem experts...mas nem sabem o funcionamento da B3muitoEngraçado ,"['dizem', 'sabem', 'funcionamento', 'da']",-1.0
"""2022-02-28 09:00:00""",luizc.guedes,@btgpactual informações errada,NEUTRAL,comentário,0,29,https://www.instagram.com/p/CahD9mvLIRt/#18008711095382781,0,0,@btgpactual informações errada,"['informações', 'errada']",-1.0
"""2022-02-28 08:59:00""",carol.odonto,Não consigo acessar  BTG pelo portal…e agora?!😔😔😔 @btgpactual,NEGATIVE,comentário,0,30,https://www.instagram.com/tv/Caf3F7wAGUN/#17922142292211147,0,0,Não consigo acessar  BTG pelo portal…e agora?!triste triste triste  @btgpactual,"['não', 'consigo', 'acessar', 'triste', 'triste']",1.0
"""2022-02-28 08:44:00""",david.pessoa.pereira,Deveria funcionar. Carnaval nunca foi feriado,NEGATIVE,comentário,0,15,https://www.instagram.com/p/CahD9mvLIRt/#17935715935975940,0,0,Deveria funcionar. Carnaval nunca foi feriado,"['deveria', 'carnaval', 'nunca', 'feriado']",0.0
"""2022-02-28 08:40:00""",cruz_7149,a retirada de hoje foi tão grande investir com você realmente mudou minha vida esta semana a retirada foi de $ 100.000 obrigado pelo bom trabalho @mistywelsh_finance.fx,POSITIVE,comentário,1,53,https://www.instagram.com/p/CahD9mvLIRt/#17949641074739363,0,0,a retirada de hoje foi tão grande investir com você realmente mudou minha vida esta semana a retirada foi de $ 100.000 obrigado pelo bom trabalho @mistywelsh_finance.fx,"['retirada', 'tão', 'grande', 'investir', 'você', 'realmente', 'mudou', 'vida', 'esta', 'semana', 'retirada', 'obrigado', 'bom', 'trabalho']",0.0
"""2022-02-28 08:23:00""",mmarinaribeiro,@btgpactual na quarta não é a partir das 13h?,NEUTRAL,comentário,0,30,https://www.instagram.com/p/CahD9mvLIRt/#17930182090959209,0,0,@btgpactual na quarta não é a partir das 13h?,"['quarta', 'não', 'partir']",0.0
"""2022-02-28 08:19:00""",digobaretta,Errrrou hahahahahhaha,NEGATIVE,comentário,0,17,https://www.instagram.com/p/CahD9mvLIRt/#18048909181313214,0,0,Errrrou hahahahahhaha,"['errrrou', 'hahahahahhaha']",-1.0
"""2022-02-28 08:19:00""",digobaretta,"""28 e 01 não tem operações, dia 02 apartir das 13h!""",NEGATIVE,comentário,0,17,https://www.instagram.com/p/CahD9mvLIRt/#17952583855677730,0,0,"""28 e 01 não tem operações, dia 02 apartir das 13h!""","['não', 'dia', 'apartir']",0.0
"""2022-02-28 07:27:00""",gustavopaulinno,"Retifiquem a informação, quarta feira haverá operações sim, a partir das 13h.",POSITIVE,comentário,0,31,https://www.instagram.com/p/CahD9mvLIRt/#17954785348635563,0,0,"Retifiquem a informação, quarta feira haverá operações sim, a partir das 13h.","['retifiquem', 'quarta', 'feira', 'haverá', 'operações', 'partir']",1.0
"""2022-02-28 07:03:00""",gabrielserafimr,"Quarta, dia 02, abre a partir das 13h",NEUTRAL,comentário,0,32,https://www.instagram.com/p/CahD9mvLIRt/#17931233474076558,0,0,"Quarta, dia 02, abre a partir das 13h","['dia', 'abre', 'partir']",1.0
"""2022-02-28 00:59:00""",elieldiniz,🚀🚀🚀,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17934806167887636,0,0,foguete foguete foguete ,"['foguete', 'foguete', 'foguete']",0.0
"""2022-02-27 16:45:00""",arlindocorreia,@cecilioandrade 😂😂😂😂😂,NEUTRAL,resposta,0,49,https://www.instagram.com/p/CZgzo3Euhu-/#17967209413539804,0,0,@cecilioandrade muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado ,"['muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado']",0.0
"""2022-02-27 14:53:00""",pablodhiegocsa,"Melhor banco de todos os bancos digitais 👏👏👏, uso e não me arrependo boto meu dinheiro lá com muita confiança, só de não cobra taxa de saques já é ótimo.",POSITIVE,comentário,0,46,https://www.instagram.com/p/Caam9B1rZNp/#17866383740673766,0,0,"Melhor banco de todos os bancos digitais palmas palmas palmas , uso e não me arrependo boto meu dinheiro lá com muita confiança, só de não cobra taxa de saques já é ótimo.","['melhor', 'todos', 'bancos', 'digitais', 'palmas', 'palmas', 'palmas', 'uso', 'não', 'arrependo', 'boto', 'dinheiro', 'muita', 'não', 'cobra', 'taxa', 'saques']",1.0
"""2022-02-27 13:02:00""",cecilioandrade,@arlindocorreia 😂,NEUTRAL,resposta,1,50,https://www.instagram.com/p/CZgzo3Euhu-/#17941094287788409,0,0,@arlindocorreia muitoEngraçado ,['muitoengraçado'],0.0
"""2022-02-27 13:02:00""",arlindocorreia,@cecilioandrade 😂😂😂😂😂😂😂😂😂😂😂😂,NEUTRAL,resposta,1,53,https://www.instagram.com/p/CZgzo3Euhu-/#17995966309423276,0,0,@cecilioandrade muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado ,"['muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado']",-1.0
"""2022-02-27 01:18:00""",dosantosthiago,O negócio é @btgpactual ! Abre conta pelo link da minha bio que o assessor está pronto pra te auxiliar 💪,POSITIVE,comentário,0,38,https://www.instagram.com/p/CaXNybOrac2/#18038587114324695,0,0,O negócio é @btgpactual ! Abre conta pelo link da minha bio que o assessor está pronto pra te auxiliar 💪,"['negócio', 'abre', 'conta', 'link', 'da', 'bio', 'assessor', 'pronto', 'auxiliar']",1.0
"""2022-02-26 21:47:00""",joaovictor_lr7,Vão aumentar a taxa de corretagem? Recebi um e-mail avisando.,POSITIVE,comentário,1,55,https://www.instagram.com/p/Caam9B1rZNp/#18184346176163159,0,0,Vão aumentar a taxa de corretagem? Recebi um e-mail avisando.,"['vão', 'aumentar', 'taxa', 'recebi']",1.0
"""2022-02-26 15:39:00""",andersonseta,"@caiocaito concordo, não sei pra que ter um aplicativo pra cada coisa... Um pra conta investimento, um pra home broker, um pro banco digital",POSITIVE,resposta,0,38,https://www.instagram.com/p/CaR1j2TuPpD/#17926789640137859,0,0,"@caiocaito concordo, não sei pra que ter um aplicativo pra cada coisa... Um pra conta investimento, um pra home broker, um pro banco digital","['não', 'sei', 'aplicativo', 'conta', 'home', 'pro', 'digital']",1.0
"""2022-02-26 11:52:00""",pedroikkan,@lmarquine eu já enviei minhas solicitações de transferência de custódia para migrar para a @btgpactual,NEUTRAL,comentário,0,40,https://www.instagram.com/p/CaQBo8Rpc0M/#17915166776472947,0,0,@lmarquine eu já enviei minhas solicitações de transferência de custódia para migrar para a @btgpactual,"['enviei', 'solicitações', 'transferência', 'custódia', 'migrar']",-1.0
"""2022-02-26 00:26:00""",marcelo.flora,👏👏👏👏🚀🚀🚀🚀🚀,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17926711010141254,0,0,palmas palmas palmas palmas foguete foguete foguete foguete foguete ,"['palmas', 'palmas', 'palmas', 'palmas', 'foguete', 'foguete', 'foguete', 'foguete', 'foguete']",1.0
"""2022-02-25 20:25:00""",mirna_economirna,"@teixeiragilmarvasconcelos você tem algumas alternativas, como o Tesouro Selic e os CDBs com liquidez diária e que pagam pelo menos 100% do CDI. No @btgpactual você encontra esses investimentos ☺️",POSITIVE,comentário,1,72,https://www.instagram.com/p/CaGNoF-M5Uh/#17914348751346645,0,0,"@teixeiragilmarvasconcelos você tem algumas alternativas, como o Tesouro Selic e os CDBs com liquidez diária e que pagam pelo menos 100% do CDI. No @btgpactual você encontra esses investimentos ☺️","['você', 'tesouro', 'selic', 'cdbs', 'liquidez', 'diária', 'pagam', 'menos', 'do', 'você', 'encontra', 'esses', 'investimentos']",1.0
"""2022-02-25 20:05:00""",jesusdeandrade,Um fiasco!!! Grandes nomes...,NEGATIVE,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17980853440481149,0,0,Um fiasco!!! Grandes nomes...,['grandes'],0.0
"""2022-02-25 20:05:00""",andre.kliousoff,Foi incrível! 💙💙,POSITIVE,comentário,0,14,https://www.instagram.com/p/Caam9B1rZNp/#17848017125712090,0,0,Foi incrível! coração azul coração azul ,"['coração', 'azul', 'coração', 'azul']",-1.0
"""2022-02-25 19:35:00""",mirna_economirna,👏👏👏💙,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17909468213426725,0,0,palmas palmas palmas coração azul ,"['palmas', 'palmas', 'palmas', 'coração', 'azul']",1.0
"""2022-02-25 19:35:00""",gustavopaulinno,Excelente🚀👏👏,NEUTRAL,comentário,0,9,https://www.instagram.com/p/Caam9B1rZNp/#17961752074583175,0,0,Excelentefoguete palmas palmas ,"['excelentefoguete', 'palmas', 'palmas']",1.0
"""2022-02-25 18:51:00""",rafaelperaarq,alo bilionarios brasileiros @lucianohangbr @abilio_diniz @pgmsilviosantos @itau @fundacaolemann @btgpactual,NEUTRAL,comentário,1,51,https://www.instagram.com/p/Caah7wlPFqv/#17920206251327815,0,0,alo bilionarios brasileiros @lucianohangbr @abilio_diniz @pgmsilviosantos @itau @fundacaolemann @btgpactual,"['alo', 'bilionarios', 'brasileiros']",-1.0
"""2022-02-25 18:02:00""",melodavidcardosode,Boicote ao @btgpactual,NEUTRAL,comentário,0,19,https://www.instagram.com/p/CaaeAisPku0/#18199547623183039,0,0,Boicote ao @btgpactual,"['boicote', 'ao']",1.0
"""2022-02-25 17:49:00""",marthaleonardis,Obrigada pelo comprometimento sempre com o @btgpactual,POSITIVE,comentário,0,11,https://www.instagram.com/p/Caad217uXUT/#18038768131326363,0,0,Obrigada pelo comprometimento sempre com o @btgpactual,"['obrigada', 'comprometimento', 'sempre']",1.0
"""2022-02-25 16:05:00""",mirna_economirna,@fabiojunior1976 no @btgpactual você pode abrir gratuitamente a sua conta 🤩,POSITIVE,comentário,1,55,https://www.instagram.com/p/CaYEL-kJ45l/#17909535479396472,0,0,@fabiojunior1976 no @btgpactual você pode abrir gratuitamente a sua conta maravilhado ,"['você', 'pode', 'abrir', 'gratuitamente', 'conta', 'maravilhado']",0.0
"""2022-02-25 14:49:00""",budrose13,"Palmeiras vcs querem fazer uma liga de futebol com o @btgpactual sem o @botafogo? o forte futebol também parece que excluiu o botafogo? aí querem arrumar 1 bilhão? Kkkkkkkkk, o John Textor assim vai comprar, vamos subir o sarrafo srs, liga não é pra ninguém mandar em ninguém foi assim q começou a falência do futebol brasileiro, querer ser o dono, o flamengo tem muito essa mania, inclua o botafogo aí fazendo o favor, vai por mim. 🔥",NEUTRAL,comentário,1,61,https://www.instagram.com/p/CaaA0X0ujyR/#17998252039411579,0,0,"Palmeiras vcs querem fazer uma liga de futebol com o @btgpactual sem o @botafogo? o forte futebol também parece que excluiu o botafogo? aí querem arrumar 1 bilhão? Kkkkkkkkk, o John Textor assim vai comprar, vamos subir o sarrafo srs, liga não é pra ninguém mandar em ninguém foi assim q começou a falência do futebol brasileiro, querer ser o dono, o flamengo tem muito essa mania, inclua o botafogo aí fazendo o favor, vai por mim. fogo ","['palmeiras', 'fazer', 'liga', 'futebol', 'forte', 'futebol', 'parece', 'excluiu', 'aí', 'arrumar', 'john', 'textor', 'assim', 'vai', 'vamos', 'subir', 'sarrafo', 'liga', 'não', 'mandar', 'assim', 'começou', 'falência', 'do', 'futebol', 'querer', 'flamengo', 'muito', 'essa', 'inclua', 'botafogo', 'aí', 'fazendo', 'vai', 'fogo']",-1.0
"""2022-02-24 22:08:00""",luizbergman,Muito boa a live 👏🏻👏🏻👏🏻,POSITIVE,comentário,0,28,https://www.instagram.com/p/CaXhJ5ouN5o/#17931483280905695,0,0,Muito boa a live palmas 🏻palmas 🏻palmas 🏻,"['muito', 'boa', 'live', 'palmas']",-1.0
"""2022-02-24 19:44:00""",mirna_economirna,"@marc0_nasciment0 oi, tudo bem? No @btgpactual você encontra CDBs com liquidez diária e adequados ao seu objetivo ☺️",POSITIVE,comentário,1,67,https://www.instagram.com/p/CaVfYyRJui2/#17979041416482705,0,0,"@marc0_nasciment0 oi, tudo bem? No @btgpactual você encontra CDBs com liquidez diária e adequados ao seu objetivo ☺️","['tudo', 'você', 'encontra', 'cdbs', 'liquidez', 'diária', 'adequados', 'ao', 'objetivo']",-1.0
"""2022-02-24 16:09:00""",cecilioandrade,Parabéns ao @btgpactual,POSITIVE,comentário,0,21,https://www.instagram.com/p/CZgzo3Euhu-/#17913968738495204,0,0,Parabéns ao @btgpactual,"['parabéns', 'ao']",1.0
"""2022-02-24 14:53:00""",jhonysilveira,@altairprofetaprofeta estava pensando o mesmo ! A semelhança entre os dois ataques é muito grande !,NEGATIVE,resposta,0,29,https://www.instagram.com/p/CaXhJ5ouN5o/#17994448360393292,0,0,@altairprofetaprofeta estava pensando o mesmo ! A semelhança entre os dois ataques é muito grande !,"['estava', 'pensando', 'semelhança', 'entre', 'dois', 'ataques', 'muito', 'grande']",1.0
"""2022-02-24 14:52:00""",altairprofetaprofeta,"Será que Vladimir Putin ve  a Ucrânia, como os alemães viam a Polônia em 1939?",NEUTRAL,comentário,0,24,https://www.instagram.com/p/CaXhJ5ouN5o/#17883782618612565,0,0,"Será que Vladimir Putin ve  a Ucrânia, como os alemães viam a Polônia em 1939?","['vladimir', 'putin', 've', 'alemães', 'viam', 'polônia']",-1.0
"""2022-02-24 13:42:00""",caiocaito,"Tem que ficar só um aplicativo ,do jeito que está está mais confuso ainda 😕",NEGATIVE,comentário,0,24,https://www.instagram.com/p/CaR1j2TuPpD/#17926716605112852,0,0,"Tem que ficar só um aplicativo ,do jeito que está está mais confuso ainda 😕","['ficar', 'aplicativo', 'jeito', 'mais', 'confuso', 'ainda']",-1.0
"""2022-02-24 11:17:00""",vmarinhoo,"Está cada vez pior para acessar a @ricocomvc , investem muito na XP e largam a rico de lado o negócio é ir para a @btgpactual",NEGATIVE,comentário,1,57,https://www.instagram.com/p/CaXNybOrac2/#17925587369150971,0,0,"Está cada vez pior para acessar a @ricocomvc , investem muito na XP e largam a rico de lado o negócio é ir para a @btgpactual","['vez', 'pior', 'acessar', 'investem', 'muito', 'xp', 'largam', 'rico', 'lado', 'negócio', 'ir']",-1.0
"""2022-02-24 10:04:00""",mirna_economirna,@elcietets você pode buscar algum CDB com liquidez diária e que pague pelo menos 100% do CDI. No @btgpactual você encontra alternativas alinhadas aos seus objetivos 😊,POSITIVE,comentário,1,77,https://www.instagram.com/p/CaVfYyRJui2/#17950414345737275,0,0,@elcietets você pode buscar algum CDB com liquidez diária e que pague pelo menos 100% do CDI. No @btgpactual você encontra alternativas alinhadas aos seus objetivos sorriso,"['você', 'pode', 'buscar', 'cdb', 'liquidez', 'diária', 'pague', 'menos', 'do', 'você', 'encontra', 'alternativas', 'alinhadas', 'objetivos', 'sorriso']",0.0
