Frase,Vetor1,Vetor2,Vetor3,Vetor4,Vetor5,Vetor6,Vetor7,Vetor8,Vetor9,Vetor10,Vetor11,Vetor12,Vetor13,Vetor14,Vetor15,Vetor16,Vetor17,Vetor18,Vetor19,Vetor20,Vetor21,Vetor22,Vetor23,Vetor24,Vetor25,Vetor26,Vetor27,Vetor28,Vetor29,Vetor30,Vetor31,Vetor32,Vetor33,Vetor34,Vetor35,Vetor36,Vetor37,Vetor38,Vetor39,Vetor40,Vetor41,Vetor42,Vetor43,Vetor44,Vetor45,Vetor46,Vetor47,Vetor48,Vetor49,Vetor50,sentimento
"['eita', 'existe', 'ninguém', 'responder', 'direct', 'simples', 'pergunta', 'pode', 'melhorar', 'fazendo', 'pergunta', 'fazendo', 'vistas', 'grossas', 'preciso', 'resposta', 'pois', 'negócio', 'pode', 'ficar']",0.28883815,-0.3931162,-0.12941588,-0.1894521,-0.04627283,0.08832533,0.02293287,-0.1118595,0.14024481,-0.048009608,-0.2581132,0.28976402,0.053553443,-0.08502476,-0.1598303,0.011518341,-0.36410493,-0.3476579,0.6052665,0.8414414,-0.22932011,-0.1586414,-0.7661114,-0.027274542,0.018605158,-0.31852686,0.33049494,-0.08410674,0.25103965,0.11850989,-0.20115691,0.2044137,-0.34980446,0.26777336,0.09869067,-0.092534535,-0.3594651,0.13906963,0.4118683,0.21017903,0.10867051,-0.000751543,0.20070273,-0.057687074,-0.043159794,0.012059795,0.20576565,0.06019856,-0.082613796,-0.11889538,-1
"['mandei', 'pergunta', 'privado', 'responde', 'jeito', 'vou', 'ter', 'falar', 'tudo']",0.30469108,-0.43898648,-0.118359186,-0.2275623,-0.05173843,0.089948535,-0.0058428473,-0.098620884,0.16184647,-0.07652538,-0.28854927,0.27557907,0.0317951,-0.06304939,-0.18704772,0.033068903,-0.37198243,-0.36642036,0.6440131,0.85587114,-0.22208701,-0.15157308,-0.79541934,0.008718078,0.03313589,-0.2842155,0.33908972,-0.09718022,0.26281857,0.12574543,-0.20041275,0.22143525,-0.401312,0.2235186,0.112290345,-0.08433457,-0.3488257,0.12678453,0.4036271,0.21045822,0.1244338,-0.0115464395,0.20429905,-0.08161888,-0.039872337,0.007402894,0.17455447,0.0718295,-0.09005139,-0.12487345,-1
"['alocar', 'valor', 'nessa', 'nova', 'atualização']",0.24262625,-0.3636503,-0.14931406,-0.21944891,-0.031861354,0.041325036,0.08230434,-0.0612603,0.10710922,-0.07265496,-0.26832506,0.27950096,0.029740354,-0.046837874,-0.1873064,0.044520177,-0.28393212,-0.23241521,0.48799413,0.7571666,-0.21610191,-0.1876427,-0.7300002,-0.011163832,0.012236483,-0.33601955,0.33788165,-0.1118715,0.21930121,0.11029831,-0.124648854,0.23732024,-0.39258796,0.19950527,0.11171886,-0.054459993,-0.2448157,0.09626939,0.4418933,0.211387,0.13420379,-0.041266408,0.24101818,-0.12939791,0.011971896,0.059241317,0.22611474,0.058633894,-0.001806275,-0.11281401,0
"['recomendo', 'maior', 'banco', 'investimentos', 'américa', 'maravilhado']",0.28891912,-0.36945358,-0.121327475,-0.16163357,-0.04129157,0.05674968,0.061338224,-0.077921465,0.13748798,-0.101479165,-0.19706145,0.2860756,0.034090456,-0.08536463,-0.15647419,-0.016732194,-0.33304527,-0.37379903,0.5619009,0.8277905,-0.23968866,-0.16626406,-0.70209175,-0.0132753095,0.02479185,-0.34750715,0.33379072,-0.05739799,0.22936803,0.12697929,-0.20302534,0.18647629,-0.34487715,0.2308374,0.089937985,-0.08548758,-0.33728078,0.13962919,0.42327586,0.2311827,0.10976733,0.0056099533,0.20378445,-0.08978351,-0.017293058,0.038258098,0.21807854,0.09227998,-0.10093436,-0.08117976,1
['disciplina'],0.25883242,-0.26189187,-0.10589788,-0.13620628,0.060513575,0.079327956,-0.032927178,-0.17599879,0.08394812,0.04644325,-0.20229168,0.23384412,0.070211284,-0.10177598,-0.048197687,-0.08380193,-0.2973235,-0.2827073,0.54042697,0.8330745,-0.25390393,-0.20071156,-0.65924686,-0.17554007,0.021740276,-0.33219913,0.2546522,0.02353509,0.25524253,0.11216582,-0.19525704,0.12124616,-0.2956176,0.35664865,0.057811074,-0.10453653,-0.4391079,0.18109857,0.3846743,0.17567231,0.13191195,-0.017789211,0.20864885,0.09230084,-0.051036883,0.122987986,0.13528247,-0.027577681,-0.07907881,-0.09336599,0
"['horário', 'especial']",0.22378828,-0.4129003,-0.14093946,-0.21350923,-0.039494827,0.061823186,0.032521762,-0.12069985,0.09163268,-0.06344207,-0.2493242,0.29451302,0.025146563,-0.07249009,-0.1070406,-0.017604012,-0.30812785,-0.317099,0.55639684,0.79229116,-0.2083957,-0.17908542,-0.66398525,-0.03358671,0.042604987,-0.306048,0.35276678,-0.048591167,0.20287435,0.12760024,-0.14393134,0.20370148,-0.37576434,0.19260988,0.119677894,-0.120252684,-0.3289376,0.14333835,0.42353514,0.22522213,0.13175613,-0.03656268,0.19064493,-0.067881316,0.014597172,0.038632616,0.18917358,0.10502903,-0.029751895,-0.1164936,0
"['cade', 'informe']",0.33508587,-0.4156926,-0.13298246,-0.17383611,-0.03223549,0.06513709,0.05397861,-0.07730335,0.14589606,-0.12772575,-0.26738197,0.2597484,0.0364287,-0.05878566,-0.16422074,0.054483246,-0.37903026,-0.31935734,0.64272946,0.8249728,-0.18641609,-0.15412846,-0.79556113,0.023647472,0.07995237,-0.30469298,0.30495456,-0.07247592,0.24493618,0.10778835,-0.2402931,0.27789885,-0.39357224,0.21534812,0.109398656,-0.065784365,-0.33528343,0.1283862,0.40382776,0.21381561,0.12518948,0.0065031196,0.20237087,-0.114664055,-0.048202574,0.02361139,0.20278838,0.09988751,-0.059839398,-0.08279576,0
"['gosto', 'demais', 'banco', 'confiança', 'sempre', 'inovandopalmas', 'palmas']",0.25714582,-0.3150592,-0.11730175,-0.15960443,-0.016922936,0.058383964,0.058469266,-0.08546213,0.1176284,-0.03842472,-0.19806942,0.26250154,0.07693711,-0.08166003,-0.12956187,-0.01647925,-0.30503002,-0.29685175,0.49526513,0.7909176,-0.23644623,-0.191296,-0.7119185,-0.07252594,-0.0073383986,-0.35457397,0.3279217,-0.058736354,0.22591065,0.09411354,-0.17362617,0.17141926,-0.33977166,0.25848085,0.088363744,-0.07470056,-0.2894849,0.12218195,0.41398644,0.22724791,0.11439026,0.0026325888,0.21501328,-0.06828959,-0.019955035,0.0654242,0.23179871,0.054954443,-0.06084488,-0.08418205,1
['foguete'],0.25649288,-0.42793548,-0.08725509,-0.24666281,-0.12774497,0.10308239,0.03013912,-0.08948114,0.1602487,-0.16116677,-0.37739047,0.24229679,0.025633812,-0.10042508,-0.16319561,0.14937828,-0.3933502,-0.31395462,0.6458406,0.67505044,-0.107775815,-0.06030271,-0.81058866,0.11186853,-0.04558636,-0.095610335,0.22863083,-0.19365245,0.30346653,0.11770502,-0.24564596,0.3012082,-0.4196437,0.18233499,0.14222592,0.03692355,-0.26558712,0.069603436,0.2689129,0.17149335,0.1659707,0.02571063,0.20146656,-0.07720843,-0.094194464,-0.11319533,0.17063592,0.08399778,0.010704116,-0.17913684,0
"['personalidade', 'incrível', 'grandes', 'qualidades', 'liderança', 'acreditei', 'mãos', 'sucesso', 'depositei', 'alguns', 'dias', 'recebi', 'credibilidade', 'pode', 'esquecida']",0.28346646,-0.37923503,-0.11568993,-0.2037556,-0.022641825,0.090681866,0.021722257,-0.127735,0.16376981,-0.058757413,-0.25724864,0.27912676,0.015871584,-0.09720675,-0.18311445,-0.0011976581,-0.35992715,-0.34698817,0.6064027,0.86651176,-0.2537974,-0.13678665,-0.75830585,0.005165429,0.024566865,-0.301429,0.3077074,-0.07732491,0.24971971,0.13145486,-0.20790324,0.2187831,-0.371637,0.25422105,0.10065277,-0.13327841,-0.376654,0.14417991,0.42995638,0.20555899,0.107061535,-0.017022891,0.20272152,-0.062841006,-0.04940765,0.013015086,0.19394864,0.055422734,-0.09783866,-0.13580012,1
['triste'],0.32668492,-0.43709716,-0.10990051,-0.22555812,-0.028342307,0.09410776,0.049727608,-0.15939566,0.109744705,-0.07313457,-0.3032088,0.2482138,0.11027825,-0.06719576,-0.09038733,0.043216527,-0.3933474,-0.32028812,0.6890343,0.922843,-0.21565977,-0.16997011,-0.79915935,-0.07506023,0.04243746,-0.31151688,0.2898793,-0.11340678,0.3357907,0.09878692,-0.17749003,0.22886825,-0.36956438,0.3664971,0.10926922,-0.1049917,-0.46622005,0.165615,0.44917613,0.14333676,0.07990201,0.024228534,0.2452046,0.00076551584,-0.09599522,0.038984038,0.17611139,0.044027176,-0.07840016,-0.14289892,1
"['poderiam', 'obrigada']",0.26561928,-0.30860797,-0.09148163,-0.21678491,-0.044409096,0.06469441,0.018662991,-0.10621091,0.15481418,-0.061450627,-0.23687564,0.27867836,0.018268026,-0.1127953,-0.16679846,-0.020153934,-0.28498676,-0.34447083,0.5263999,0.8029277,-0.24643748,-0.17374565,-0.7056834,-0.03941625,-0.045782354,-0.28827903,0.26340792,-0.06332735,0.2740829,0.14479597,-0.20868842,0.17443945,-0.39155805,0.21399327,0.09316531,-0.03559152,-0.31169766,0.10387806,0.3793006,0.19210984,0.1334387,0.007662402,0.25350857,-0.062182527,-0.04462771,0.044404197,0.17618354,0.054310843,-0.07214512,-0.110658586,0
"['feriado', 'cancelado', 'assim', 'bovegas', 'povo', 'trabalhadormuitoengraçado']",0.2460297,-0.34596917,-0.093281634,-0.20400584,-0.07145157,0.05127988,0.056657303,-0.08226559,0.14319347,-0.10364066,-0.21867691,0.27327487,0.017278655,-0.09466147,-0.18211007,0.0037927043,-0.2923571,-0.33850473,0.517138,0.74877745,-0.23672546,-0.14037728,-0.6932796,0.015148016,-0.028340222,-0.2906202,0.29517376,-0.092839174,0.24532688,0.12824346,-0.18748589,0.20910451,-0.34525922,0.2203725,0.099206865,-0.08033681,-0.2911574,0.095820725,0.39816746,0.22640038,0.12721647,-0.0066059586,0.22585163,-0.09810477,-0.024834236,0.004572435,0.21162634,0.06427046,-0.07698833,-0.11100166,-1
"['provavelmente', 'investe', 'algum', 'fundo', 'imobiliário', 'gerido']",0.3001636,-0.39877847,-0.13324772,-0.16838,-0.05081883,0.088017836,0.0060377787,-0.10041833,0.1341735,-0.07236515,-0.26069993,0.2875827,0.035000257,-0.0824197,-0.1485144,0.015736474,-0.37102795,-0.3613899,0.61834323,0.80455846,-0.22319756,-0.14281455,-0.7557699,-0.0035547984,0.038457472,-0.28581005,0.30896646,-0.07730905,0.23902367,0.13306424,-0.219127,0.2066067,-0.34843636,0.24799328,0.096115105,-0.07249112,-0.37029397,0.14594866,0.3782861,0.20542301,0.121001445,-0.00781652,0.17209601,-0.054770853,-0.051178057,-0.013401036,0.18940996,0.0664664,-0.08894379,-0.1094649,1
"['criaram', 'página', 'investidores']",0.31311256,-0.3721353,-0.13020635,-0.14346169,-0.025627963,0.09539682,0.016241943,-0.11415183,0.1406057,-0.040051304,-0.23121448,0.29493898,0.054173727,-0.09625084,-0.1484207,-0.010169969,-0.36934745,-0.37077472,0.60206395,0.8482518,-0.2378409,-0.15878901,-0.73743373,-0.050046735,0.030094244,-0.33421373,0.313367,-0.043267142,0.23916784,0.13195896,-0.22789101,0.1743092,-0.32446092,0.27972248,0.07736514,-0.07974819,-0.39436314,0.16086984,0.394978,0.2033568,0.10205344,0.012324191,0.17953381,-0.026402604,-0.04755885,0.022138264,0.19292867,0.054583047,-0.1017895,-0.09434117,-1
"['recebendo', 'informe', 'nunca', 'abri', 'consigo', 'verificar']",0.33296254,-0.4494426,-0.1421541,-0.16944098,-0.10969863,0.055164676,0.014666258,-0.06819487,0.15010066,-0.117415056,-0.25976583,0.32550442,-0.00724095,-0.05683619,-0.22479056,0.04753959,-0.3775058,-0.40033615,0.6700077,0.83416414,-0.21728724,-0.13019793,-0.78067327,0.039613366,0.07659028,-0.31614953,0.3316995,-0.08077129,0.23777826,0.14343418,-0.22778377,0.2447383,-0.32853407,0.2115692,0.08777124,-0.06802686,-0.36552286,0.132134,0.40725496,0.22260055,0.11879045,-0.0027442684,0.18091577,-0.107656546,-0.01999357,-0.018560944,0.17413461,0.093217134,-0.09605636,-0.09437388,-1
['respondem'],0.2583329,-0.30625364,-0.11589882,-0.145126,0.022511529,0.09104376,0.024792662,-0.116906434,0.13331343,-0.016426431,-0.18453534,0.2320164,0.07274841,-0.09982386,-0.093710974,-0.036003612,-0.30971444,-0.33974403,0.51635194,0.78686726,-0.2380454,-0.17668152,-0.69958174,-0.09795459,0.0028490946,-0.30944607,0.2683181,-0.058246616,0.25031668,0.079230234,-0.17234802,0.14918946,-0.34488007,0.30393112,0.07031607,-0.07758656,-0.3250919,0.15177667,0.39722425,0.1916843,0.13553154,0.011907763,0.22143818,-0.044416286,-0.07605305,0.06861203,0.20697576,0.049670603,-0.07468991,-0.07394053,0
"['informações', 'corretas', 'dá', 'ter', 'cuidado']",0.31430373,-0.42336586,-0.12288424,-0.22788298,-0.071478285,0.06424115,0.056688603,-0.08390973,0.15645494,-0.11236454,-0.2792261,0.28180978,0.015039622,-0.060691267,-0.22489353,0.06651874,-0.35400352,-0.31986967,0.6096444,0.8044924,-0.22284912,-0.13957502,-0.7957208,0.046151787,0.034587618,-0.30238754,0.308965,-0.12947874,0.26559892,0.11326818,-0.20179631,0.28147012,-0.37210652,0.23629527,0.11140404,-0.09343492,-0.32272646,0.09536266,0.42721853,0.2006251,0.10886783,-0.011354056,0.2337318,-0.13312474,-0.044276606,-0.008303941,0.21275578,0.069658466,-0.06714113,-0.11133573,-1
"['agora', 'informações']",0.28228006,-0.33455065,-0.13407245,-0.20174451,-0.08524258,0.035295367,0.07899851,-0.062604986,0.12723182,-0.08070987,-0.26564607,0.29186842,0.02958139,-0.06629176,-0.20684709,0.101422064,-0.27563375,-0.2143507,0.48061547,0.6817139,-0.21307848,-0.1662968,-0.7769103,-0.013743837,-0.0022566093,-0.2929232,0.2460147,-0.12892969,0.24726343,0.09281698,-0.17035769,0.29221585,-0.36444554,0.22424026,0.098418854,-0.008684504,-0.21203625,0.055469085,0.39788887,0.18774419,0.13549672,0.0018541357,0.26812318,-0.16360037,-0.046250716,0.010772034,0.2363823,0.058965113,0.021422869,-0.08983799,1
"['agora', 'estagiário', 'sarou', 'ressaca', 'alívio', 'muitoriso']",0.26772365,-0.42310825,-0.13908218,-0.21248415,-0.023977341,0.09188481,0.04833579,-0.11647188,0.14080453,-0.06213444,-0.27352524,0.30084315,0.02729258,-0.075345345,-0.16998062,0.023195136,-0.35696927,-0.33413303,0.5640497,0.83630264,-0.23141961,-0.16707644,-0.7403414,-0.0019233025,0.010986001,-0.30847266,0.3571256,-0.09751811,0.22773398,0.13541074,-0.17847541,0.21504548,-0.40479982,0.22378543,0.122782305,-0.08209685,-0.33031842,0.12691464,0.42727706,0.21960793,0.12483491,-0.022622528,0.19971654,-0.087512195,-0.014261556,0.034863904,0.22203436,0.082954094,-0.049197372,-0.1258017,-1
"['andré', 'dono', 'preso', 'lava', 'jato']",0.27618465,-0.45741037,-0.13147277,-0.2389293,-0.040398553,0.0611253,0.045567792,-0.09793338,0.14599045,-0.09965571,-0.246166,0.25797826,0.035327848,-0.037102632,-0.17414725,0.012034801,-0.30658448,-0.343177,0.5958756,0.8380018,-0.2159383,-0.18485583,-0.72693855,-0.013989823,0.06269179,-0.33236623,0.34744382,-0.06996211,0.22215028,0.12652785,-0.14394924,0.22965086,-0.4043782,0.18047424,0.110383,-0.09851929,-0.32593742,0.1290254,0.4754396,0.22244427,0.1303837,-0.016271463,0.21204449,-0.13221289,-0.0107002,0.07067917,0.17677453,0.121141635,-0.052365154,-0.08132128,-1
"['dizem', 'sabem', 'funcionamento']",0.29026178,-0.36167097,-0.12334768,-0.12498545,-0.054620646,0.06289574,0.05724468,-0.04793988,0.12279341,-0.088439584,-0.23984563,0.27577785,0.048228167,-0.073192954,-0.16570057,0.027982427,-0.3745495,-0.3565204,0.5724015,0.7882703,-0.20226605,-0.14675789,-0.7423181,-0.0018870669,0.0015786377,-0.3129183,0.31150523,-0.088792525,0.24074696,0.11437442,-0.21072216,0.18446225,-0.3343633,0.23853594,0.093808375,-0.013985162,-0.3072015,0.12049759,0.36145574,0.2075609,0.1250914,0.0023759317,0.17227055,-0.069907576,-0.033888936,0.002052743,0.21252474,0.061020784,-0.063856274,-0.09528575,-1
"['informações', 'errada']",0.29800656,-0.3482231,-0.11983974,-0.2002391,-0.045275286,0.044707805,0.0574553,-0.06035111,0.14225797,-0.0814962,-0.26036873,0.26480848,0.023426447,-0.05996248,-0.21904318,0.095400475,-0.30640972,-0.21270385,0.51206285,0.7280364,-0.22955917,-0.15823752,-0.792912,0.004849566,0.026820743,-0.29200777,0.26702046,-0.11834768,0.24889499,0.07755273,-0.1702939,0.30563712,-0.3802353,0.24355887,0.10288688,-0.06615262,-0.2310314,0.065462,0.3993748,0.19785257,0.14167349,-0.020333607,0.2588078,-0.16311838,-0.045173235,0.01894482,0.23318967,0.03655534,-0.02014228,-0.10311926,0
"['consigo', 'acessar', 'triste', 'triste']",0.31282616,-0.43043208,-0.13747686,-0.20456553,-0.05616798,0.08597833,0.06666202,-0.1386133,0.13881579,-0.07733903,-0.26098987,0.31072462,0.05804709,-0.08433455,-0.15496078,0.019935068,-0.37748253,-0.36949983,0.6442865,0.90251005,-0.24248448,-0.15948501,-0.7771513,-0.029242326,0.036994867,-0.35063416,0.33312708,-0.10222285,0.27567804,0.128585,-0.2012473,0.22344477,-0.34284592,0.3072349,0.1013055,-0.11921863,-0.42445496,0.16107991,0.47721094,0.19983031,0.07553767,0.017351309,0.2248061,-0.05806976,-0.05510287,0.019870024,0.22094129,0.08155761,-0.09361778,-0.12142407,-1
"['deveria', 'carnaval', 'nunca', 'feriado']",0.30632228,-0.40685627,-0.12660883,-0.1775742,-0.01921075,0.07659081,0.021704469,-0.06825378,0.16010664,-0.10255151,-0.25384596,0.2598804,0.01610238,-0.06425614,-0.19869633,0.03458752,-0.36978588,-0.3314787,0.61578184,0.83078223,-0.20864064,-0.14165264,-0.76007694,0.03449407,0.061431132,-0.30376363,0.34531686,-0.06756203,0.22375716,0.11983747,-0.21382718,0.23702154,-0.38061833,0.20871939,0.0955628,-0.08323761,-0.3285814,0.13568205,0.39215708,0.23183699,0.13968591,-0.01640867,0.18549098,-0.09386069,-0.011197277,0.031103782,0.1856076,0.066033676,-0.09126946,-0.104377426,-1
"['retirada', 'hoje', 'tão', 'grande', 'investir', 'realmente', 'mudou', 'vida', 'semana', 'retirada', 'obrigado', 'bom', 'trabalho']",0.31506616,-0.41562697,-0.11792937,-0.2161667,-0.06359463,0.06708965,0.025951866,-0.06916629,0.1529269,-0.10633234,-0.26675907,0.291996,0.020432584,-0.063567996,-0.19272129,0.03173271,-0.33771023,-0.36303085,0.6188955,0.84870994,-0.23025705,-0.16381326,-0.7606151,-0.003439898,0.035354383,-0.3028395,0.32496682,-0.08586096,0.2551944,0.14531401,-0.18637228,0.21275298,-0.39637876,0.1903688,0.10566112,-0.07735533,-0.33571112,0.13233334,0.42182735,0.20374347,0.11021602,-0.0052168327,0.21828245,-0.10312809,-0.029582597,0.012683014,0.18381926,0.086639315,-0.09674356,-0.114502646,1
