Frase,Vetor1,Vetor2,Vetor3,Vetor4,Vetor5,Vetor6,Vetor7,Vetor8,Vetor9,Vetor10,Vetor11,Vetor12,Vetor13,Vetor14,Vetor15,Vetor16,Vetor17,Vetor18,Vetor19,Vetor20,Vetor21,Vetor22,Vetor23,Vetor24,Vetor25,Vetor26,Vetor27,Vetor28,Vetor29,Vetor30,Vetor31,Vetor32,Vetor33,Vetor34,Vetor35,Vetor36,Vetor37,Vetor38,Vetor39,Vetor40,Vetor41,Vetor42,Vetor43,Vetor44,Vetor45,Vetor46,Vetor47,Vetor48,Vetor49,Vetor50,sentimento
"['eita', 'existe', 'ninguém', 'responder', 'direct', 'simples', 'pergunta', 'pode', 'melhorar', 'fazendo', 'pergunta', 'fazendo', 'vistas', 'grossas', 'preciso', 'resposta', 'pois', 'negócio', 'pode', 'ficar']",0.15458919,-0.13905784,0.22631095,-0.052109443,0.0016556907,0.21178976,0.0025321569,0.05552683,0.04955964,0.11055621,-0.009996121,-0.061379753,-0.0193892,0.10381782,0.078294314,0.0266899,-0.08765852,-0.13901325,0.076102175,0.02968671,0.008981189,-0.14606914,-0.20073724,-0.043753482,-0.033511497,-0.063904,0.050315246,0.040246017,-0.04416863,0.09330859,0.14682223,0.08559846,-0.12817407,-0.010865718,-0.036125764,-0.020385075,-0.004646145,0.06386772,0.00068920787,-0.01684394,-0.199835,0.03683613,-0.08665149,0.1504074,0.07970198,-0.04550256,0.13296449,-0.028118828,-0.014552752,0.13140452,-1
"['mandei', 'pergunta', 'privado', 'responde', 'jeito', 'vou', 'ter', 'falar', 'tudo']",0.1518766,-0.13976856,0.21759272,-0.050455425,-0.0011163618,0.18534407,-0.003730882,0.056838766,0.030376585,0.08642375,0.0064918585,-0.0744296,-0.016522197,0.10693294,0.08082896,0.030565506,-0.078867905,-0.12168217,0.0701688,0.020915287,0.0050094253,-0.13146338,-0.18719618,-0.04903347,-0.034038164,-0.04323058,0.053253792,0.04626803,-0.049874805,0.08559135,0.11690214,0.0854877,-0.12643854,-0.0026706187,-0.043217532,-0.027398422,0.01538399,0.080275975,-0.0213587,-0.032011446,-0.1841598,0.027263744,-0.083395176,0.13999766,0.07832872,-0.04336525,0.10919023,-0.019847618,0.005058196,0.14338069,-1
"['alocar', 'valor', 'nessa', 'nova', 'atualização']",0.188914,-0.1066936,0.17286417,-0.032043517,0.024329977,0.1707441,-0.007996256,-0.015592042,-0.024995334,0.044831276,0.01937815,-0.08688832,-0.008859492,0.1272013,0.11149356,0.049155723,-0.06275559,-0.12750296,0.074254915,0.0051283217,0.039478913,-0.15560298,-0.16190429,-0.0028443423,-0.03842166,-0.0061552133,0.08481691,-0.0076482124,-0.1114887,0.07064658,0.056361474,0.098679915,-0.0703775,0.03224879,-0.0705647,-0.017669793,0.049438685,0.12794028,-0.040007,-0.021570895,-0.24232213,-0.047634933,-0.015859935,0.12838034,0.06480726,0.046173953,0.07744803,0.026924195,0.0012907893,0.12976407,0
"['recomendo', 'maior', 'banco', 'investimentos', 'américa', 'maravilhado']",0.16750155,-0.12539947,0.16468897,-0.10581665,-0.008692265,0.13240549,0.04501337,-0.036550906,0.055975974,0.13770464,0.00020827072,-0.08577028,0.026080834,0.13113548,0.07997275,0.015249867,-0.030556979,-0.15181056,0.023232833,-0.075415246,0.063460186,-0.13213234,-0.2236193,-0.011355074,-0.05061236,-0.07696356,0.09966925,-0.028326262,-0.038354803,0.103410915,0.046246886,0.10367821,-0.18571872,0.017109709,-0.04545249,-0.053261783,0.068204105,0.07314339,0.0059556556,0.0014177677,-0.26956925,0.006480248,-0.089059494,0.13428177,0.0985651,0.012485794,0.09358096,-0.035563324,0.04549243,0.17996006,1
['disciplina'],0.16146399,-0.17584765,0.34611967,-0.009443356,0.051974427,0.23707668,-0.06856136,0.033559505,0.110717654,0.12878379,-0.032175712,-0.07789272,-0.054630708,0.15079229,0.073285505,0.070619,-0.100613415,-0.21227734,0.025985358,0.05271714,-0.052094076,-0.24074973,-0.24112058,-0.020847071,-0.113977075,-0.024523858,0.07240314,-0.029054642,-0.04246779,0.13546336,0.21096642,0.042457066,-0.14546894,-0.007998998,-0.09658786,-0.037434787,0.02525114,0.051255923,-0.053879064,0.07488714,-0.45021453,0.008020995,-0.008936358,0.26039615,0.010065002,-0.1490718,0.14280955,0.0145096425,-0.070728354,0.06931821,0
"['horário', 'especial']",0.17657869,-0.12513267,0.25014743,-0.0010384084,0.014066457,0.23286791,-0.018827451,0.03565477,0.0010834113,0.085663274,0.027223496,-0.07128027,-0.008177046,0.0694881,0.060043156,0.033793274,-0.08961758,-0.13431996,0.049068235,0.0007341826,-0.017965363,-0.19344014,-0.2032019,-0.055381585,-0.06650691,0.00072258984,0.06343841,0.032329902,-0.07053269,0.05927323,0.116189815,0.039303366,-0.11918537,0.015078682,-0.04621041,-0.038635638,-0.0012795464,0.07484613,-0.025384001,-0.014117776,-0.21913995,-0.024845678,-0.042932138,0.1723622,0.02742246,-0.020828001,0.08772022,-0.016035,-0.03626764,0.11749324,0
"['cade', 'informe']",0.118380666,-0.13260494,0.18322584,-0.11355066,0.0020401117,0.124267735,0.027087172,-0.06174956,0.028561333,0.12547445,-0.0014605555,-0.053044666,-0.01053911,0.07915512,0.057793517,0.009941556,-0.058344934,-0.12838072,0.021724341,-0.092676945,0.02838589,-0.1336421,-0.1714225,-0.03156617,-0.012790774,-0.05672711,0.0880104,0.0037933874,-0.029506892,0.11408356,0.055310387,0.09662129,-0.17547423,-0.00011177858,-0.04084395,-0.04313278,0.027323388,0.043129724,0.00058672286,-0.036054168,-0.2171006,0.032224886,-0.08834311,0.14380379,0.06532722,-0.02287928,0.074825555,-0.04335511,0.03653439,0.1754011,0
"['gosto', 'demais', 'banco', 'confiança', 'sempre', 'inovandopalmas', 'palmas']",0.16477561,-0.1289661,0.17853096,-0.09322516,0.010281851,0.20165028,0.04083701,-0.039194316,0.050193634,0.13128841,-0.03325443,-0.06896133,0.016750228,0.14736563,0.07518206,0.035572745,-0.07899782,-0.15012832,0.061936576,-0.012712093,0.02518058,-0.18430981,-0.20558462,-0.024113776,-0.030605081,-0.056577805,0.08075222,-0.006599358,-0.044300146,0.089167476,0.070106745,0.11058585,-0.15686356,0.0049837935,-0.018102286,-0.06318216,0.06202696,0.059102986,-0.00031450152,0.02991386,-0.26575658,0.0031202608,-0.059134413,0.15256786,0.077205986,0.014199151,0.0881699,-0.026895998,0.028909279,0.1609105,1
['foguete'],0.12677945,-0.09343973,0.1638589,-0.042060908,0.02262327,0.10998246,0.03136963,0.02760955,-0.038244825,0.17968345,-0.00022736327,-0.009373546,-0.020525182,0.071118645,0.045111813,0.03516436,-0.09427772,-0.08442963,-0.007769999,-0.050938092,0.05313128,-0.1581339,-0.0978931,-0.09979901,0.09884619,0.0152529115,0.019358637,0.108463995,-0.034386095,0.117059276,0.03907991,0.14313446,-0.146218,-0.046866,-0.015282001,0.029475091,-0.032245543,0.03681364,-0.06706446,-0.049955275,-0.130541,-0.01040782,-0.08185691,0.09825791,0.02170164,0.0042201807,0.086523175,-0.07360936,-0.0034900904,0.22280546,0
"['personalidade', 'incrível', 'grandes', 'qualidades', 'liderança', 'acreditei', 'mãos', 'sucesso', 'depositei', 'alguns', 'dias', 'recebi', 'credibilidade', 'pode', 'esquecida']",0.17263182,-0.1478143,0.22129261,-0.031736195,0.037446614,0.17497362,-0.03039715,0.045353577,0.057398908,0.09075943,0.0031442067,-0.05107825,-0.03061367,0.12091197,0.08585026,0.026885986,-0.060530983,-0.16120128,0.075274505,0.03234099,0.02758159,-0.13995804,-0.18047792,-0.021827383,-0.07918278,-0.09494645,0.07796382,-0.007034913,-0.026954828,0.09534132,0.14566033,0.056081872,-0.10807698,0.0076885805,-0.09721119,-0.011329562,-0.0009848041,0.074417554,-0.030695593,0.0038568624,-0.2526413,0.023582581,-0.055524133,0.17678921,0.07206561,-0.06273002,0.12963527,0.00039737325,-0.004688212,0.099859506,1
['triste'],0.1305975,-0.1303512,0.2948805,-0.050147098,0.016371598,0.16758741,-0.054595597,0.0781022,0.083607696,0.15087739,-0.026189402,-0.0232789,-0.047935598,0.0584177,0.10227519,0.0155461,-0.1287469,-0.18264541,-0.0451083,-0.0297633,0.063536204,-0.071854606,-0.1479741,-0.013123101,0.042841297,-0.013680699,0.0893286,0.068551496,-0.10975011,0.171617,0.19528198,0.07402961,-0.17258519,-0.046774596,-0.0426063,0.00021000058,-0.063655205,0.050854295,-0.0464584,-0.029453505,-0.1789289,0.048275303,-0.1097645,0.19075969,0.015691405,-0.112697005,0.10190821,-0.013203698,-0.0595214,0.14238998,1
"['poderiam', 'obrigada']",0.18304063,-0.13674977,0.20126612,-0.059411116,-0.0029742604,0.18527935,0.020058611,0.030150386,0.03238874,0.09101806,0.036236126,-0.11458796,-0.0032414366,0.11184936,0.10296853,0.0636183,-0.084671475,-0.14476651,0.027800865,-0.08014208,0.020850914,-0.15620485,-0.20097701,-0.036413956,-0.07602234,-0.04633704,0.11858231,0.016770128,-0.04710713,0.08023631,0.07820477,0.07825048,-0.16464348,0.05099204,-0.02221144,-0.089613296,0.05539752,0.0809539,-0.014593697,0.0101350425,-0.18406424,0.0064837844,-0.07913045,0.12395758,0.06329508,-0.025096515,0.046032917,-0.05383917,0.03987826,0.14897431,0
"['feriado', 'cancelado', 'assim', 'bovegas', 'povo', 'trabalhadormuitoengraçado']",0.20401926,-0.12475443,0.17499252,-0.03906779,-0.00053161685,0.17974253,0.041568115,0.027399778,0.018142264,0.1108465,0.02588151,-0.09265128,0.0065858387,0.1386639,0.10860687,0.0643684,-0.062382247,-0.14880791,0.05050936,-0.018991327,0.038085025,-0.16425744,-0.20942889,-0.025460353,-0.064088486,-0.07110104,0.10469022,0.014880038,-0.060705293,0.094843425,0.06874155,0.092103265,-0.13297951,0.043219022,-0.0651229,-0.042837497,0.044999607,0.09034165,-0.009495683,0.013816772,-0.22468482,0.0047854767,-0.07331012,0.12826604,0.073043756,-0.006980215,0.1074647,-0.022213629,0.032148432,0.14650649,-1
"['provavelmente', 'investe', 'algum', 'fundo', 'imobiliário', 'gerido']",0.1709782,-0.12501454,0.22251119,-0.065850124,0.0060574217,0.14271753,0.01217847,-0.00016491725,0.04083946,0.13996819,-0.011617718,-0.06870825,0.023399288,0.13771297,0.052294884,0.011011743,-0.026358468,-0.13772734,0.025985152,-0.030681513,0.040458888,-0.14863646,-0.22185756,-0.034178473,-0.04553003,-0.063846536,0.04564158,-0.014503958,-0.0048830328,0.081555724,0.0764569,0.08641408,-0.17221639,-0.017783042,-0.071386345,-0.042492457,0.052969966,0.07442225,-0.03161338,-0.011017441,-0.29721817,0.00080787943,-0.07411753,0.1676276,0.08309678,-0.03306075,0.10476384,-0.026365727,-0.014673316,0.16222182,1
"['criaram', 'página', 'investidores']",0.15220898,-0.15646699,0.24731597,-0.08397109,0.008970175,0.1719539,-0.006444885,0.03394631,0.074004404,0.096814945,-0.013786089,-0.11037593,-0.05822946,0.10877118,0.09875444,0.022076087,-0.07814146,-0.1550666,0.066060014,-0.014814757,0.033629827,-0.10643979,-0.21504971,-0.03168446,-0.08163735,-0.07189552,0.09100666,0.0052361414,-0.086316474,0.12873682,0.15175599,0.09810234,-0.15536848,0.0060469746,-0.060254343,-0.049741805,0.030997433,0.079831876,0.014761117,0.0058543705,-0.26517835,0.026528629,-0.10246249,0.16983648,0.077313885,-0.055178396,0.10711505,-0.0056007104,0.010031944,0.13165525,-1
"['recebendo', 'informe', 'nunca', 'abri', 'consigo', 'verificar']",0.13707136,-0.15407118,0.21208832,-0.067093015,-0.023603735,0.12599376,0.022026116,0.02574951,0.024491418,0.113889575,0.023594167,-0.08539145,-0.049724225,0.11253636,0.10223033,0.013802967,-0.03171682,-0.14145282,0.048032384,-0.021663146,0.022184948,-0.124080576,-0.2223518,-0.03303952,-0.0673245,-0.06967065,0.092200264,0.015980076,-0.04763562,0.13340476,0.10679256,0.11867909,-0.12263397,0.005335052,-0.09338803,-0.0034376173,0.005293582,0.08068481,0.048749197,-0.066566065,-0.2494321,0.04843051,-0.10463743,0.13561715,0.07709567,-0.056679204,0.15271272,-0.019061813,-0.0018826822,0.15580197,-1
['respondem'],0.13251117,-0.16512467,0.28037092,-0.11117793,0.025698077,0.2564358,0.06367493,-0.04302947,0.09315177,0.18907224,-0.05881039,-0.046814688,-0.0069220033,0.061294153,0.037599545,-0.01736239,-0.13460808,-0.15760654,0.042165004,-0.031262226,-0.05810247,-0.2144177,-0.20871915,-0.087188,0.012832848,-0.054602154,0.06021938,0.049378075,-0.017168082,0.10156492,0.14233121,0.09270409,-0.228136,-0.04392185,0.039967917,-0.12788132,-0.010882458,0.0041035404,-0.01297177,0.030072458,-0.18585484,0.105863996,-0.16094646,0.24064033,0.054470852,-0.07648446,0.083037466,-0.046406846,0.01917785,0.20675413,0
"['informações', 'corretas', 'dá', 'ter', 'cuidado']",0.17244248,-0.13550287,0.19093889,-0.053509217,-0.004996254,0.16119578,0.0115228295,0.03042925,0.04094179,0.09363108,0.017876318,-0.072022945,-0.01696664,0.08306037,0.10120289,0.024877787,-0.07446701,-0.14488766,0.049355462,-0.020862278,0.048298378,-0.11151502,-0.18331169,-0.018388383,-0.034503616,-0.069958486,0.10667273,0.008912617,-0.05522153,0.12666339,0.11689688,0.09981204,-0.13588472,0.033300985,-0.06572499,-0.016748633,0.004999703,0.09437991,0.022042023,-0.03314372,-0.20027716,0.057761643,-0.09686745,0.1555509,0.07836169,-0.027796108,0.107442245,-0.0034364506,0.013578595,0.16024639,-1
"['agora', 'informações']",0.16364804,-0.13353543,0.18303595,-0.103121616,-0.011308349,0.174685,0.06061787,-0.043276962,-0.006865868,0.12334932,0.013802565,-0.103205435,-0.00073070114,0.09027054,0.093122646,0.030841783,-0.07318055,-0.1315753,0.036769524,-0.08125691,0.058817696,-0.1270023,-0.18446222,-0.02649026,0.00090534403,-0.013394698,0.10749298,0.0021599103,-0.080308214,0.14003031,0.0848887,0.15433782,-0.16835977,0.022765873,-0.029132612,-0.03864957,0.04727948,0.09941996,0.056224268,-0.02151453,-0.22304155,0.04894013,-0.10905764,0.14266297,0.07759874,0.021009259,0.06373957,-0.030511478,0.0054453947,0.2061084,1
"['agora', 'estagiário', 'sarou', 'ressaca', 'alívio', 'muitoriso']",0.20282836,-0.09923634,0.16727489,-0.04284358,-0.0024813437,0.1695863,-0.031797618,0.06935455,0.017980525,0.062557064,0.024746094,-0.10953376,-0.0027664285,0.12376449,0.13337182,0.011475477,-0.06676896,-0.13986552,0.051466517,-0.0036892428,0.07034613,-0.099581644,-0.18402536,-0.011381888,-0.046579853,-0.03144248,0.11257861,0.012925029,-0.08213331,0.07915378,0.07694958,0.08511061,-0.11885187,0.02873058,-0.054023802,-0.027977131,0.02683808,0.11656107,-0.0021729344,-0.02283995,-0.18921971,-0.0020808973,-0.08346126,0.13700971,0.05938514,0.0223111,0.08778438,0.0077358903,0.014214387,0.14069948,-1
"['andré', 'dono', 'preso', 'lava', 'jato']",0.14092863,-0.12793578,0.17774157,-0.059848025,-0.0078971265,0.19065082,-0.02037471,0.027920889,-0.0087767625,0.031744976,0.0112466095,-0.08583945,-0.0017318412,0.089726314,0.11721692,0.055681318,-0.103102975,-0.120609336,0.08130213,0.015523764,0.0028077096,-0.16612126,-0.1680756,-0.032524213,-0.033595454,-0.034120094,0.077018656,0.04415729,-0.08327831,0.05204919,0.07453852,0.037168585,-0.08455456,0.004326103,-0.018497135,-0.024804842,0.007876421,0.07694718,-0.036602844,-0.05345727,-0.16045064,0.023829425,-0.042084925,0.11214152,0.03683011,-0.013108818,0.10883619,0.011345558,0.028159577,0.12775478,-1
"['dizem', 'sabem', 'funcionamento']",0.1279517,-0.119966626,0.14750506,-0.14081705,0.010211792,0.09879907,0.07023053,-0.08182386,0.08488719,0.19146189,-0.04584361,-0.038293365,0.0052043633,0.14507885,0.052623797,-0.004016184,-0.03392303,-0.16050288,0.0053718155,-0.09118902,0.07841134,-0.14165051,-0.1868851,-0.024625152,0.006722881,-0.07656479,0.0839216,-0.022941796,0.013546631,0.13643548,0.021990934,0.17241833,-0.21706259,-0.013221547,-0.029868055,-0.04434552,0.058005873,0.046038724,0.005978668,0.0053636655,-0.287701,0.020603908,-0.09749557,0.14790134,0.11208667,0.023637176,0.09110534,-0.061036978,0.04081194,0.22538401,-1
"['informações', 'errada']",0.1616583,-0.15968667,0.22544587,-0.09407362,0.009486376,0.18784247,0.050855756,-0.028674753,0.020913003,0.10335514,0.018012123,-0.09357241,-0.02581063,0.067928754,0.08387077,0.012143165,-0.075302325,-0.14646745,0.053041127,-0.07455334,0.036889497,-0.104931615,-0.18352376,-0.023109794,-0.02724346,-0.04434484,0.11350912,-0.0026073765,-0.07986704,0.15575792,0.1367988,0.12943426,-0.16540128,0.031361748,-0.053220704,-0.0467668,0.025341123,0.09728542,0.053121965,-0.009621375,-0.21298015,0.07709533,-0.13118738,0.18024854,0.09518888,-0.024407879,0.073243596,-0.02107338,0.013022542,0.18447162,0
"['consigo', 'acessar', 'triste', 'triste']",0.1629106,-0.12233658,0.22120011,-0.053628817,-0.0040217414,0.17968419,-0.02572536,0.08278169,0.06271903,0.11619518,-0.006105077,-0.055013854,-0.031072002,0.09759571,0.13137737,0.022712896,-0.09518858,-0.16607903,0.037331253,0.025718283,0.0626462,-0.0895819,-0.18912445,-0.005021899,-0.016979817,-0.074671194,0.10144436,0.044917736,-0.096095964,0.13419987,0.15501611,0.075774655,-0.118305966,-0.010094357,-0.066991195,0.007267332,-0.037881043,0.07524533,0.0083614895,-0.03132864,-0.18430561,0.043455075,-0.106177785,0.14828274,0.047024872,-0.06523593,0.14686048,0.008212254,-0.023370389,0.11937474,-1
"['deveria', 'carnaval', 'nunca', 'feriado']",0.14617394,-0.15402536,0.21759255,-0.058749724,0.025942147,0.13852948,-0.0059455005,0.012023625,0.010189402,0.045914203,0.02940675,-0.10452322,-0.07337077,0.10758563,0.10585604,0.032279097,-0.05257659,-0.12827142,0.09424647,-0.0027863733,0.007964147,-0.11884842,-0.1812256,-0.029425126,-0.08111347,-0.0476209,0.09135605,0.0056028743,-0.10651685,0.11946712,0.11195408,0.09670253,-0.081951216,0.030485552,-0.10299511,-0.01712455,0.037862726,0.101776496,-0.008658901,-0.02908853,-0.2466965,0.0047903494,-0.06990456,0.1356253,0.07893747,-0.037156023,0.118763566,0.009043576,0.036942102,0.11891846,-1
"['retirada', 'hoje', 'tão', 'grande', 'investir', 'realmente', 'mudou', 'vida', 'semana', 'retirada', 'obrigado', 'bom', 'trabalho']",0.16554384,-0.1279581,0.18116401,-0.074284315,0.0023019256,0.14448564,0.01747605,0.012483522,0.04064529,0.09422942,0.005105322,-0.06792899,-0.005115479,0.11884883,0.09030752,0.022715598,-0.055156197,-0.14070453,0.04702231,-0.04284515,0.06444032,-0.10704037,-0.18310611,-0.020253515,-0.045655612,-0.07290806,0.0928215,0.0148470085,-0.057731938,0.094457574,0.07658164,0.09089579,-0.13689044,0.023029037,-0.0659577,-0.028430147,0.038050197,0.08350988,-0.016324837,-0.017779779,-0.2008861,0.008220431,-0.07912555,0.122750744,0.08852708,-0.0003333575,0.09023522,-0.029802054,0.032902576,0.14958349,1
