Column1,id,autor,texto,shortCode,tipoInteracao,tipoMidia,idInteracao,idPai,URL,dataPublicada,dataInsercao,anomalia,probabilidadeAnomalia,processado,contemHyperlink
25,26,gustavopaulinno,"Não tem outro igual, BTG é o melhor!",CkG9KXjpY2B,comment,REELS,17983688287717831,-,https://www.instagram.com/p/CkG9KXjpY2B/c/17983688287717831/,2022-10-24 16:55:41,2022-10-25 21:53:00,-1.0,0.0,0.0,-1.0
26,27,diego_antunescf,Melhor equipe de research! 💪,CkG9KXjpY2B,comment,REELS,18033712537398863,-,https://www.instagram.com/p/CkG9KXjpY2B/c/18033712537398863/,2022-10-24 16:53:57,2022-10-25 21:53:00,-1.0,0.0,0.0,-1.0
41,42,lzz_costa,O banco e ecelente! Porém e difícil conseguir limites e também tudo que faço pedem foto do rosto as vezes estou na rua em movimento e fica chato! Também sempre que chega notificação de transferência ou pix ou até compra não dá para ler a mensagem por completo pós fica faltando...,Cj8hOAhp8HR,comment,REELS,17908701932648361,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17908701932648361/,2022-10-24 16:03:26,2022-10-25 21:53:04,-1.0,0.0,0.0,-1.0
42,43,wenio.oliveira.df,"Chegou a hora de você ter seu cartão de crédito,tá Aprovando demais!!!!!DIGIO me liberou 5 mil de limite e um ótimo cartão de crédito e está aprovando demais, quer um link de indicação p sua aprovação ser facilitada? Comente algo ou me mande msg no direct, boa sorte e obrigada.",Cj8hOAhp8HR,comment,REELS,17845926767868445,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17845926767868445/,2022-10-24 12:35:24,2022-10-25 21:53:04,-1.0,0.0,0.0,-1.0
43,44,elisalugao,O melhor❤️❤️ 👏🏻👏🏻adoro fazer parte de td isso❤️❤️,Cj8hOAhp8HR,comment,REELS,17980994791728464,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17980994791728464/,2022-10-23 09:35:34,2022-10-25 21:53:04,-1.0,0.0,0.0,-1.0
44,45,luiz_a.j.dos_santos,👏,Cj8hOAhp8HR,comment,REELS,17937506885446916,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17937506885446916/,2022-10-22 22:12:35,2022-10-25 21:53:05,-1.0,0.0,0.0,-1.0
45,46,nuno_scariot,Fora BTG/PT,Cj8hOAhp8HR,comment,REELS,17985686110625310,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17985686110625310/,2022-10-22 16:22:59,2022-10-25 21:53:05,-1.0,0.0,0.0,-1.0
46,47,luciano_fernandes.sim,Desde d JULHO q aguardo uma resposta referente abertura d conta c/ vcs. Tá preste  completar 90 DIAS!!! um ABSURDO!,Cj8hOAhp8HR,comment,REELS,17983859134650981,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983859134650981/,2022-10-21 22:55:24,2022-10-25 21:53:05,-1.0,0.0,0.0,-1.0
47,48,carolin4castro,Oi! Eu não estou conseguindo abrir uma conta com vocês porque diz que os dados de confirmação estão incorretos. Vocês conseguem me ajudar por favor? Obrigada,Cj8hOAhp8HR,comment,REELS,17963752801966443,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17963752801966443/,2022-10-21 18:59:58,2022-10-25 21:53:05,-1.0,0.0,0.0,-1.0
48,49,gustavocraupp,É normal o RI do BTRA11 não responder?,Cj8hOAhp8HR,comment,REELS,17872892894779843,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17872892894779843/,2022-10-21 15:01:10,2022-10-25 21:53:06,-1.0,0.0,0.0,-1.0
49,50,wilsontransporte,👏👏,Cj8hOAhp8HR,comment,REELS,17949836588248845,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17949836588248845/,2022-10-21 10:32:32,2022-10-25 21:53:06,-1.0,0.0,0.0,-1.0
50,51,leibrazuka,Vamos que vamosssss rumo aos 20,Cj8hOAhp8HR,comment,REELS,17905303817656548,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17905303817656548/,2022-10-21 03:56:21,2022-10-25 21:53:06,-1.0,0.0,0.0,-1.0
51,52,luizantoniojovinodossan,👏,Cj8hOAhp8HR,comment,REELS,17956035905128494,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17956035905128494/,2022-10-21 00:16:35,2022-10-25 21:53:06,-1.0,0.0,0.0,-1.0
52,53,stecelentano,@marianacardoso26 💙,Cj8hOAhp8HR,comment,REELS,18236198539180482,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18236198539180482/,2022-10-20 20:57:19,2022-10-25 21:53:07,-1.0,0.0,0.0,-1.0
53,54,paulo_a_q,Está btgpactual é a betano é,Cj8hOAhp8HR,comment,REELS,17858693498821872,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17858693498821872/,2022-10-20 20:49:52,2022-10-25 21:53:07,-1.0,0.0,0.0,-1.0
54,55,mayarainvest,😍😍😍😍😍,Cj8hOAhp8HR,comment,REELS,17976692614744887,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17976692614744887/,2022-10-20 20:23:03,2022-10-25 21:53:07,-1.0,0.0,0.0,-1.0
55,56,cavalierimario,🙌,Cj8hOAhp8HR,comment,REELS,17954194544157043,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17954194544157043/,2022-10-20 19:48:04,2022-10-25 21:53:07,-1.0,0.0,0.0,-1.0
56,57,rafaelrubin,👏👏👏👏👏👏👏,Cj8hOAhp8HR,comment,REELS,17938922078409161,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17938922078409161/,2022-10-20 18:18:24,2022-10-25 21:53:08,-1.0,0.0,0.0,-1.0
57,58,thlimaoficial,💙,Cj8hOAhp8HR,comment,REELS,18228354475195797,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18228354475195797/,2022-10-20 17:30:57,2022-10-25 21:53:08,-1.0,0.0,0.0,-1.0
58,59,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,17958275047959102,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17958275047959102/,2022-10-20 17:22:29,2022-10-25 21:53:08,-1.0,0.0,0.0,-1.0
59,60,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,17978355163733271,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17978355163733271/,2022-10-20 17:22:24,2022-10-25 21:53:08,-1.0,0.0,0.0,-1.0
60,61,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj8hOAhp8HR,comment,REELS,18188986150215073,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/18188986150215073/,2022-10-20 17:22:13,2022-10-25 21:53:09,-1.0,0.0,0.0,-1.0
61,62,victorp284,#compraofluminense,Cj8hOAhp8HR,comment,REELS,17887999115723397,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17887999115723397/,2022-10-20 17:22:04,2022-10-25 21:53:09,-1.0,0.0,0.0,-1.0
62,63,filipetiseu,Nem 🔥. Estou de olho hein @nevesleticia,Cj8hOAhp8HR,comment,REELS,17951498450224255,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17951498450224255/,2022-10-20 17:21:26,2022-10-25 21:53:09,-1.0,0.0,0.0,-1.0
63,64,mocafilho,Cancela a taxa de corretagem pra fica show,Cj8hOAhp8HR,comment,REELS,17983540390646151,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17983540390646151/,2022-10-20 16:48:42,2022-10-25 21:53:09,-1.0,0.0,0.0,-1.0
64,65,denilson_lucasz,O melhor banco 👏👏👏🔥🔥🔥,Cj8hOAhp8HR,comment,REELS,17990090458581504,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17990090458581504/,2022-10-20 16:18:22,2022-10-25 21:53:10,-1.0,0.0,0.0,-1.0
65,66,yeyaxe9732,"Muito obrigado
  @lily_andrew_fx, recebi meu
  lucrar alguns minutos atrás com o seu
  plataforma e vale $ 20.400.  Eu acabei de
  quero agradecer por sua excelente
  plataforma e assistência",Cj8hOAhp8HR,comment,REELS,17927260235474622,-,https://www.instagram.com/p/Cj8hOAhp8HR/c/17927260235474622/,2022-10-20 15:56:05,2022-10-25 21:53:10,-1.0,0.0,0.0,-1.0
72,73,luiz_a.j.dos_santos,👏,Cj3uqePJOTF,comment,REELS,17993395333561861,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17993395333561861/,2022-10-22 22:17:40,2022-10-25 21:53:12,-1.0,0.0,0.0,-1.0
73,74,richardfortes,É uma live? Que horas começa?,Cj3uqePJOTF,comment,REELS,17938183664310517,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17938183664310517/,2022-10-21 06:49:34,2022-10-25 21:53:12,-1.0,0.0,0.0,-1.0
74,75,victorp284,Compra o flu,Cj3uqePJOTF,comment,REELS,17949846170206288,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17949846170206288/,2022-10-20 17:23:34,2022-10-25 21:53:12,-1.0,0.0,0.0,-1.0
75,76,victorp284,#fluminense,Cj3uqePJOTF,comment,REELS,17965055047942511,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17965055047942511/,2022-10-20 17:23:29,2022-10-25 21:53:12,-1.0,0.0,0.0,-1.0
76,77,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹,Cj3uqePJOTF,comment,REELS,17960671163072142,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17960671163072142/,2022-10-20 17:22:58,2022-10-25 21:53:12,-1.0,0.0,0.0,-1.0
77,78,victorp284,🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹,Cj3uqePJOTF,comment,REELS,17954381144290613,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17954381144290613/,2022-10-20 17:22:50,2022-10-25 21:53:13,-1.0,0.0,0.0,-1.0
78,79,nelsonpedrobom,👏👏👏👏💵💵🇧🇷👏,Cj3uqePJOTF,comment,REELS,17980821529664056,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17980821529664056/,2022-10-19 23:08:42,2022-10-25 21:53:13,-1.0,0.0,0.0,-1.0
79,80,diegomarques8819,Faturas vc não consegui gerar no aplicativo pq te obrigam a pagar fazendo pix na conta,Cj3uqePJOTF,comment,REELS,17956847462112884,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17956847462112884/,2022-10-19 14:33:18,2022-10-25 21:53:13,-1.0,0.0,0.0,-1.0
80,81,diegomarques8819,"Deixar aqui essa pra quem não sabe, eles ativam o débito automático sem vc se quer pedir autorização, e outra fatura vence vc não recebe nem um e-mail da fatura, sendo que este serviço eu sempre deixo autorizado no aplicativo",Cj3uqePJOTF,comment,REELS,18162903304255386,-,https://www.instagram.com/p/Cj3uqePJOTF/c/18162903304255386/,2022-10-19 14:31:52,2022-10-25 21:53:13,-1.0,0.0,0.0,-1.0
81,82,diegomarques8819,"Até que no começo mereceu elogio mas agora, deixou a desejar tiraram meu limite +, usava sempre pra cobrir as faturas, pq msm alterando a data de vencimento não conseguia pagar no dia correto, agora liguei ontem no banco retiraram pq a gnt está em constante análises, tenho o banco inter que me oferece até empréstimos, e vcs tiram um limite mais de 200 reais que sempre usava nas faturas, traduzindo quitando minha dívida irei cancelar 😉",Cj3uqePJOTF,comment,REELS,17971953883736440,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17971953883736440/,2022-10-19 14:27:00,2022-10-25 21:53:14,-1.0,0.0,0.0,-1.0
82,83,netosillva,Atendimento extremamente amador. Decepcionado com esse banco!!!,Cj3uqePJOTF,comment,REELS,17857429598827003,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17857429598827003/,2022-10-19 12:28:51,2022-10-25 21:53:14,-1.0,0.0,0.0,-1.0
83,84,l0luiz,Preço alvo de natura ajustado de 70 para 18. Erraram só um pouco no valuation.,Cj3uqePJOTF,comment,REELS,17959449103913044,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17959449103913044/,2022-10-19 11:46:46,2022-10-25 21:53:14,-1.0,0.0,0.0,-1.0
84,85,joaorezende8,"Com problemas com a @btgpactual que se nega a responder meus questionamentos, colocaram uma analista para me atender que nada mais responde além do que foi treinada a responder",Cj3uqePJOTF,comment,REELS,17958209132104212,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17958209132104212/,2022-10-19 11:16:19,2022-10-25 21:53:14,-1.0,0.0,0.0,-1.0
85,86,comunicacaoraulsoares,"QUEM É MAIS LADRÃO, O @banco24horas OU @btgpactual ? QUEM ROUBA MAIS O DINHEIRO DA CONTA DOS CLIENTES ATRAVÉS DOS SAQUES QUE NÃO LIBERAM O DINHEIRO ? MARGINAIS, VAGABUNDOS !!!",Cj3uqePJOTF,comment,REELS,17961496868018757,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17961496868018757/,2022-10-19 11:06:53,2022-10-25 21:53:15,-1.0,0.0,0.0,-1.0
86,87,comunicacaoraulsoares,"SE ALGUÉM METESSE A MÃO NA BOLSA DE VCS E RETIRASSE DINHEIRO, VCS IAM ACEITAR DESCULPAS ESFARRAPAS QUE A EQUIPE TÁ TRABALHANDO PRA RESOLVER  ETC ??? NÃO VCS IAM CHAMAR A POLÍCIA, BANDIDOS, MERECEM UMA SURRA DA POLÍCIA GANGUE DE MARGINAIS !!!",Cj3uqePJOTF,comment,REELS,17950159640211557,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17950159640211557/,2022-10-19 09:21:37,2022-10-25 21:53:15,-1.0,0.0,0.0,-1.0
87,88,comunicacaoraulsoares,"MEU NOME É HALLE BAPTISTA DE FIGUEIREDO, DEVOLVAM O MEU DINHEIRO CAMBADA DE MARGINAIS",Cj3uqePJOTF,comment,REELS,17942623946222869,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17942623946222869/,2022-10-19 09:19:20,2022-10-25 21:53:15,-1.0,0.0,0.0,-1.0
88,89,georgeloez.5,"O melhor da vida é entender o quanto ela vale, talvez a dificuldade das conquistas seja esse toque primordial para a valorização real.
(George Loez Escritor)
Siga caso interesse
namastê🙏✍️",Cj3uqePJOTF,comment,REELS,18004170076497683,-,https://www.instagram.com/p/Cj3uqePJOTF/c/18004170076497683/,2022-10-19 07:45:30,2022-10-25 21:53:15,-1.0,0.0,0.0,-1.0
89,90,vinicius.aai,🔥🔥🔥,Cj3uqePJOTF,comment,REELS,17910525923640340,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17910525923640340/,2022-10-18 23:23:16,2022-10-25 21:53:16,-1.0,0.0,0.0,-1.0
90,91,jersonzanlorenzi,O melhor ativo é sempre a boa informação 🚀,Cj3uqePJOTF,comment,REELS,17928697013441628,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17928697013441628/,2022-10-18 23:10:55,2022-10-25 21:53:16,-1.0,0.0,0.0,-1.0
91,92,bicalhojulia,🚀🚀🚀🚀,Cj3uqePJOTF,comment,REELS,17959791745900423,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17959791745900423/,2022-10-18 23:09:05,2022-10-25 21:53:16,-1.0,0.0,0.0,-1.0
92,93,hesala6593,Agora eu acredito no que as pessoas estão dizendo sobre @lily_andrew_fx é verdade sra (lily) você é de fato uma mulher de suas palavras você mudou a vida incluindo a minha.obrigado @lily_andrew_fx por sua gentileza,Cj3uqePJOTF,comment,REELS,17971330174856890,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17971330174856890/,2022-10-18 21:47:02,2022-10-25 21:53:16,-1.0,0.0,0.0,-1.0
93,94,vanepah873,"Obrigado por restaurar
 minha felicidade nos meus dias mais sombrios,
 durante esse período, investi $ 2.500
 e para minha maior surpresa consegui um
 retorno de $ 29.500 em apenas sete dias
 a confiabilidade dela não pode ser equacionada 🥰🥰
 @lily_andrew_fx",Cj3uqePJOTF,comment,REELS,17947845551499988,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17947845551499988/,2022-10-18 21:32:20,2022-10-25 21:53:17,-1.0,0.0,0.0,-1.0
94,95,tiwix65274,"😍😍😍 estou super ansiosa
 agora mesmo.  Agora posso pagar minhas contas e
 cuidar bem da minha família.  obrigada
 por trazer felicidade para minha casa.
 Com apenas um investimento de $ 1k eu consegui
 $ 9k em 3 dias.  Agora estou sem dívidas!!
 @lily_andrew_fx",Cj3uqePJOTF,comment,REELS,18230313142199684,-,https://www.instagram.com/p/Cj3uqePJOTF/c/18230313142199684/,2022-10-18 20:43:01,2022-10-25 21:53:17,-1.0,0.0,0.0,-1.0
95,96,vitor.aai,👏👏👏,Cj3uqePJOTF,comment,REELS,17966990521905509,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17966990521905509/,2022-10-18 20:37:31,2022-10-25 21:53:17,-1.0,0.0,0.0,-1.0
96,97,queroacoes,👏👏👏👏👏,Cj3uqePJOTF,comment,REELS,17861192507811380,-,https://www.instagram.com/p/Cj3uqePJOTF/c/17861192507811380/,2022-10-18 20:31:28,2022-10-25 21:53:17,-1.0,0.0,0.0,-1.0
115,116,luiz_a.j.dos_santos,👏,Cjx5zaZswrv,comment,REELS,17973439216834267,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17973439216834267/,2022-10-22 22:14:46,2022-10-25 21:53:22,-1.0,0.0,0.0,-1.0
116,117,mocafilho,👏👏🏻,Cjx5zaZswrv,comment,REELS,17949242576096669,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17949242576096669/,2022-10-18 20:10:13,2022-10-25 21:53:22,-1.0,0.0,0.0,-1.0
117,118,hcristelolindmann,👏👏👏👏,Cjx5zaZswrv,comment,REELS,17875953638708530,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17875953638708530/,2022-10-18 20:05:56,2022-10-25 21:53:23,-1.0,0.0,0.0,-1.0
118,119,mahry.silvaa,"Pq mudaram o slogan do aplicativo, está ruim de localizar no celular, prefiro o slogan de antes",Cjx5zaZswrv,comment,REELS,17957744110963119,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17957744110963119/,2022-10-18 17:17:47,2022-10-25 21:53:23,-1.0,0.0,0.0,-1.0
119,120,fabiocsouza2010,Parabéns nosso GURU !! Realmente nosso melhor ativo é a boa Informação 👏👏👏👏,Cjx5zaZswrv,comment,REELS,17842986779873297,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17842986779873297/,2022-10-18 12:12:45,2022-10-25 21:53:23,-1.0,0.0,0.0,-1.0
120,121,dhowdhowz,"Se essa iniciativa tivesse sido individual, o banco teria um forte concorrente. rss parabéns pelos excelentes profissionais que tens aí na equipe.",Cjx5zaZswrv,comment,REELS,18080394895310637,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18080394895310637/,2022-10-18 11:51:14,2022-10-25 21:53:23,-1.0,0.0,0.0,-1.0
121,122,dhowdhowz,"Parabéns todos os envolvidos, muito mais parabéns ao @jersonzanlorenzi pela sua consistência e dedicação em diariamente trazer as melhores informações sobre o mercado. 👏👏👏 Um iniciativa Empreendedora Admirável, q construiu o Breading do banco. Acredito que se não fosse essa iniciativa, assim como eu muitas outras pessoas não conheceriam o banco com a mesma confiança e credibilidade que damos pelo compromisso do Jersonz e pelo seu slogan. 👏👏👏 Parabéns",Cjx5zaZswrv,comment,REELS,18009840790469102,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18009840790469102/,2022-10-18 11:47:12,2022-10-25 21:53:24,-1.0,0.0,0.0,-1.0
122,123,carmo_fernandes74,Estão apoiando o Lula🤮,Cjx5zaZswrv,comment,REELS,17926616816541772,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17926616816541772/,2022-10-18 08:52:33,2022-10-25 21:53:24,-1.0,0.0,0.0,-1.0
123,124,juliasarquis,👏👏👏👏👏,Cjx5zaZswrv,comment,REELS,18321542587041234,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18321542587041234/,2022-10-17 22:26:34,2022-10-25 21:53:24,-1.0,0.0,0.0,-1.0
124,125,_joaocamargo,👏🏼🚀,Cjx5zaZswrv,comment,REELS,17926729061545683,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17926729061545683/,2022-10-17 19:24:27,2022-10-25 21:53:24,-1.0,0.0,0.0,-1.0
125,126,lauren_amilcar,"Notei uma multidão de pessoas dando testemunho sobre o gerente ajudando-os a ganhar uma enorme quantia de dinheiro com a negociação.  Então eu decidi experimentá-lo e para minha surpresa minha primeira negociação terminou em 4 dias  eu fiz mais x10 meu investimento.  Uma quantia muito razoável que eu não consigo nem para o meu trabalho atual, acho que alguém pode precisar de ajuda também @jhone_rodrigues_r",Cjx5zaZswrv,comment,REELS,17860632488811828,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17860632488811828/,2022-10-17 13:01:30,2022-10-25 21:53:25,-1.0,0.0,0.0,-1.0
126,127,bomofeg227,"The transaction between I and (dolista)  has become easier. I invested 1000 US dollars and got a return of 11,500 US dollars within 5 days. Her transparency and sense of responsibility have always been the best @invest_with_dolista_",Cjx5zaZswrv,comment,REELS,17961023132061342,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17961023132061342/,2022-10-17 11:59:03,2022-10-25 21:53:25,-1.0,0.0,0.0,-1.0
127,128,isapotye,👏👏👏👏,Cjx5zaZswrv,comment,REELS,18196796680174792,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18196796680174792/,2022-10-17 11:57:56,2022-10-25 21:53:25,-1.0,0.0,0.0,-1.0
128,129,melhorshopping,Estamos Acompanhando 👏👏👏,Cjx5zaZswrv,comment,REELS,18025238740420974,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18025238740420974/,2022-10-17 09:00:34,2022-10-25 21:53:25,-1.0,0.0,0.0,-1.0
129,130,melhorshopping,👏👏👏👏,Cjx5zaZswrv,comment,REELS,17997430735493669,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17997430735493669/,2022-10-17 08:59:57,2022-10-25 21:53:26,-1.0,0.0,0.0,-1.0
130,131,sallouti,👏👏👏👏👏,Cjx5zaZswrv,comment,REELS,18194890345175629,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18194890345175629/,2022-10-17 07:01:23,2022-10-25 21:53:26,-1.0,0.0,0.0,-1.0
131,132,maristelahaacker,🙌🙌🙌👏👏👏🚀🚀🚀,Cjx5zaZswrv,comment,REELS,17935451822334142,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17935451822334142/,2022-10-17 06:15:43,2022-10-25 21:53:26,-1.0,0.0,0.0,-1.0
132,133,patricia.coteskvisk,Boa noite! Estou há dias tentando contato e ninguém responde. Ligo e fico muito tempo na linha e ninguém responde.,Cjx5zaZswrv,comment,REELS,17938944899299349,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17938944899299349/,2022-10-16 22:05:48,2022-10-25 21:53:26,-1.0,0.0,0.0,-1.0
133,134,_brenobraga,🚀🚀🚀,Cjx5zaZswrv,comment,REELS,17943584171358023,-,https://www.instagram.com/p/Cjx5zaZswrv/c/17943584171358023/,2022-10-16 22:05:05,2022-10-25 21:53:27,-1.0,0.0,0.0,-1.0
134,135,sergiosrj,Monstro @jersonzanlorenzi,Cjx5zaZswrv,comment,REELS,18233243386148945,-,https://www.instagram.com/p/Cjx5zaZswrv/c/18233243386148945/,2022-10-16 19:33:02,2022-10-25 21:53:27,-1.0,0.0,0.0,-1.0
