dataPublicada,autor,texto,sentimento,tipoInteracao,anomalia,probabilidadeAnomalia,linkPost,processado,contemHyperlink,texto_e_palavra,tokens_processados,positivo,negativo,neutro
"""2022-03-03 12:34:00""",matheusfiis,💙🚀,NEUTRAL,comentário,0,15,https://www.instagram.com/p/CapXhB5Lvas/#17926096268158628,0,0,coração azul foguete ,"['coração', 'azul', 'foguete']",0.0,0.0,1.0
"""2022-03-03 10:15:00""",maos_a_obraimoveis,Eita que não existe ninguém pra responder nem no direct uma simples pergunta que pode melhorar até mesmo pra vcs do Btg. Estou fazendo uma pergunta e vcs estão fazendo vistas grossas comigo. Eu preciso de uma resposta pois o negócio pode ficar sério.,NEGATIVE,comentário,0,13,https://www.instagram.com/p/CahbUK6O3gZ/#18281117611047043,0,0,Eita que não existe ninguém pra responder nem no direct uma simples pergunta que pode melhorar até mesmo pra vcs do Btg. Estou fazendo uma pergunta e vcs estão fazendo vistas grossas comigo. Eu preciso de uma resposta pois o negócio pode ficar sério.,"['eita', 'existe', 'ninguém', 'responder', 'direct', 'simples', 'pergunta', 'pode', 'melhorar', 'fazendo', 'pergunta', 'fazendo', 'vistas', 'grossas', 'comigo', 'preciso', 'resposta', 'pois', 'negócio', 'pode', 'ficar', 'sério']",0.0,0.0,1.0
"""2022-03-03 10:15:00""",maos_a_obraimoveis,Eu mandei pergunta no privado e vcs não me responde e pelo jeito vou ter que falar tudo por aqui.,NEGATIVE,comentário,0,19,https://www.instagram.com/p/CahbUK6O3gZ/#17974482097507769,0,0,Eu mandei pergunta no privado e vcs não me responde e pelo jeito vou ter que falar tudo por aqui.,"['mandei', 'pergunta', 'privado', 'responde', 'jeito', 'vou', 'ter', 'falar', 'tudo', 'aqui']",0.0,0.0,1.0
"""2022-03-03 09:35:00""",drpvcastro,Como alocar  valor nessa nova atualização,NEUTRAL,comentário,0,24,https://www.instagram.com/p/CahbUK6O3gZ/#17957077189626630,0,0,Como alocar  valor nessa nova atualização,"['alocar', 'valor', 'nessa', 'nova', 'atualização']",0.0,0.0,1.0
"""2022-03-03 00:33:00""",mirna_economirna,"@elson.linss eu recomendo o maior banco de investimentos da América Latina, o @btgpactual 🤩",POSITIVE,comentário,1,60,https://www.instagram.com/p/Cang-DGJ6cs/#17897440862537092,0,0,"@elson.linss eu recomendo o maior banco de investimentos da América Latina, o @btgpactual maravilhado ","['recomendo', 'maior', 'investimentos', 'américa', 'latina', 'maravilhado']",0.0,0.0,1.0
"""2022-03-02 20:39:00""",cilassousa_oficial,Disciplina,NEUTRAL,comentário,0,20,https://www.instagram.com/p/CZo53ykNAN7/#17936405323874018,0,0,Disciplina,['disciplina'],0.0,0.0,1.0
"""2022-03-02 20:02:00""",helder.aai,@gwm.investments e @btgpactual muito alinhados!,POSITIVE,comentário,0,29,https://www.instagram.com/tv/CaninRWl6aP/#18282195139061655,0,0,@gwm.investments e @btgpactual muito alinhados!,['alinhados'],0.0,0.0,1.0
"""2022-03-02 10:58:00""",millafischer,Qual horário especial de quarta?,NEUTRAL,comentário,0,18,https://www.instagram.com/p/CahbUK6O3gZ/#17977790857491720,0,0,Qual horário especial de quarta?,"['horário', 'especial', 'quarta']",0.0,0.0,1.0
"""2022-03-01 23:32:00""",vanebraido,@btgpactual cade meu informe no app?,NEUTRAL,comentário,0,19,https://www.instagram.com/p/CahbUK6O3gZ/#17938653586836300,0,0,@btgpactual cade meu informe no app?,"['cade', 'informe', 'app']",0.0,0.0,1.0
"""2022-03-01 21:54:00""",gustavopaulinno,"Gosto demais do BTG, banco de confiança e sempre inovando👏👏",POSITIVE,comentário,0,9,https://www.instagram.com/p/CaR1j2TuPpD/#17914683365221503,0,0,"Gosto demais do BTG, banco de confiança e sempre inovandopalmas palmas ","['gosto', 'demais', 'confiança', 'sempre', 'inovandopalmas', 'palmas']",0.0,0.0,1.0
"""2022-03-01 17:18:00""",mirna_economirna,@btgpactual 🚀,NEUTRAL,comentário,0,34,https://www.instagram.com/p/CR7RLClMs4Q/#17917054670182701,0,0,@btgpactual foguete ,['foguete'],0.0,0.0,1.0
"""2022-03-01 04:31:00""",camilaagueda2,"Personalidade incrível com grandes qualidades de liderança @Lelitunse Eu acreditei nas mãos dela e o sucesso a seguiu.  Inicialmente, depositei $4.000 e em alguns dias recebi $40.400.  Sua credibilidade não pode ser esquecida",POSITIVE,comentário,1,63,https://www.instagram.com/p/CahbUK6O3gZ/#18167150719204899,0,0,"Personalidade incrível com grandes qualidades de liderança @Lelitunse Eu acreditei nas mãos dela e o sucesso a seguiu.  Inicialmente, depositei $4.000 e em alguns dias recebi $40.400.  Sua credibilidade não pode ser esquecida","['personalidade', 'incrível', 'grandes', 'qualidades', 'liderança', 'lelitunse', 'acreditei', 'mãos', 'sucesso', 'seguiu', 'inicialmente', 'depositei', 'alguns', 'dias', 'recebi', 'credibilidade', 'pode', 'esquecida']",0.0,0.0,1.0
"""2022-02-28 20:06:00""",gugaxinv,Triste demais! 😢,POSITIVE,comentário,0,19,https://www.instagram.com/p/CahbUK6O3gZ/#18156228478228084,0,0,Triste demais! decepcionado_mas_aliviado ,"['triste', 'demais']",0.0,0.0,1.0
"""2022-02-28 19:30:00""",tatafelizardo,@btgpactual poderiam ajudar? Obrigada,NEUTRAL,comentário,0,32,https://www.instagram.com/p/CaiRDhtOSze/#18204251998177025,0,0,@btgpactual poderiam ajudar? Obrigada,"['poderiam', 'ajudar', 'obrigada']",0.0,0.0,1.0
"""2022-02-28 14:54:00""",henriquefull,Feriado cancelado mesmo assim bovegas fechada..... Q povo trabalhador😂,NEGATIVE,comentário,0,30,https://www.instagram.com/p/CahbUK6O3gZ/#17902322549418773,0,0,Feriado cancelado mesmo assim bovegas fechada..... Q povo trabalhadormuitoEngraçado ,"['feriado', 'cancelado', 'assim', 'bovegas', 'fechada', 'povo', 'trabalhadormuitoengraçado']",0.0,0.0,1.0
"""2022-02-28 12:09:00""",almada76,Provavelmente você investe em algum fundo imobiliário gerido por eles.,POSITIVE,resposta,0,27,https://www.instagram.com/p/CahbUK6O3gZ/#18288562063048523,0,0,Provavelmente você investe em algum fundo imobiliário gerido por eles.,"['provavelmente', 'investe', 'algum', 'fundo', 'imobiliário', 'gerido']",0.0,0.0,1.0
"""2022-02-28 12:09:00""",almada76,É que eles criaram uma página só para investidores,NEGATIVE,resposta,0,31,https://www.instagram.com/p/CahbUK6O3gZ/#17960609452556794,0,0,É que eles criaram uma página só para investidores,"['criaram', 'página', 'investidores']",0.0,0.0,1.0
"""2022-02-28 11:56:00""",viniciuszica,"Estou recebendo e-mails de vocês de boas-vindas e informe de rendimentos, mas nunca abri uma conta. Como consigo verificar essa situação?",NEGATIVE,comentário,0,25,https://www.instagram.com/p/CahbUK6O3gZ/#17862804383650667,0,0,"Estou recebendo e-mails de vocês de boas-vindas e informe de rendimentos, mas nunca abri uma conta. Como consigo verificar essa situação?","['recebendo', 'informe', 'rendimentos', 'nunca', 'abri', 'conta', 'consigo', 'verificar', 'situação']",0.0,0.0,1.0
"""2022-02-28 10:46:00""",zbrun_rj,Vcs não respondem no direct? Mds.,NEUTRAL,comentário,0,25,https://www.instagram.com/p/CahbUK6O3gZ/#17931011888045902,0,0,Vcs não respondem no direct? Mds.,"['respondem', 'direct', 'mds']",0.0,0.0,1.0
"""2022-02-28 10:29:00""",luizc.guedes,"Informações corretas dá credibilidade, tem ter cuidado",NEGATIVE,comentário,0,29,https://www.instagram.com/p/CahbUK6O3gZ/#18126650719262343,0,0,"Informações corretas dá credibilidade, tem ter cuidado","['informações', 'corretas', 'dá', 'credibilidade', 'ter', 'cuidado']",0.0,0.0,1.0
"""2022-02-28 10:21:00""",gustavopaulinno,"Agora sim, as informações estão corretas.",POSITIVE,comentário,0,27,https://www.instagram.com/p/CahbUK6O3gZ/#17845827707738623,0,0,"Agora sim, as informações estão corretas.","['agora', 'sim', 'informações', 'corretas']",0.0,0.0,1.0
"""2022-02-28 10:21:00""",pereira.marcilio,"Agora sim, o estagiário sarou da ressaca 😅🤣",NEGATIVE,comentário,0,16,https://www.instagram.com/p/CahbUK6O3gZ/#17912735888261829,0,0,"Agora sim, o estagiário sarou da ressaca alívio muitoRiso ","['agora', 'sim', 'estagiário', 'sarou', 'ressaca', 'alívio', 'muitoriso']",0.0,0.0,1.0
"""2022-02-28 09:17:00""",stockmelo,"Fonte: André Esteves, dono da @exame e @btgpactual que já foi preso na lava jato com o l@arapio de 9 dedos.",NEGATIVE,comentário,1,53,https://www.instagram.com/p/CacrdWXMrPv/#18283984702004891,0,0,"Fonte: André Esteves, dono da @exame e @btgpactual que já foi preso na lava jato com o l@arapio de 9 dedos.","['fonte', 'andré', 'esteves', 'dono', 'exame', 'preso', 'lava', 'jato', 'l', 'arapio', 'dedos']",0.0,0.0,1.0
"""2022-02-28 09:04:00""",marcoaupira,Vocês se dizem experts...mas nem sabem o funcionamento da B3😂,NEGATIVE,comentário,0,25,https://www.instagram.com/p/CahD9mvLIRt/#18221593123116536,0,0,Vocês se dizem experts...mas nem sabem o funcionamento da B3muitoEngraçado ,"['dizem', 'experts', 'sabem', 'funcionamento']",0.0,0.0,1.0
"""2022-02-28 09:00:00""",luizc.guedes,@btgpactual informações errada,NEUTRAL,comentário,0,29,https://www.instagram.com/p/CahD9mvLIRt/#18008711095382781,0,0,@btgpactual informações errada,"['informações', 'errada']",0.0,0.0,1.0
"""2022-02-28 08:59:00""",carol.odonto,Não consigo acessar  BTG pelo portal…e agora?!😔😔😔 @btgpactual,NEGATIVE,comentário,0,30,https://www.instagram.com/tv/Caf3F7wAGUN/#17922142292211147,0,0,Não consigo acessar  BTG pelo portal…e agora?!triste triste triste  @btgpactual,"['consigo', 'acessar', 'agora', 'triste', 'triste', 'triste']",0.0,0.0,1.0
"""2022-02-28 08:44:00""",david.pessoa.pereira,Deveria funcionar. Carnaval nunca foi feriado,NEGATIVE,comentário,0,15,https://www.instagram.com/p/CahD9mvLIRt/#17935715935975940,0,0,Deveria funcionar. Carnaval nunca foi feriado,"['deveria', 'funcionar', 'carnaval', 'nunca', 'feriado']",0.0,0.0,1.0
"""2022-02-28 08:40:00""",cruz_7149,a retirada de hoje foi tão grande investir com você realmente mudou minha vida esta semana a retirada foi de $ 100.000 obrigado pelo bom trabalho @mistywelsh_finance.fx,POSITIVE,comentário,1,53,https://www.instagram.com/p/CahD9mvLIRt/#17949641074739363,0,0,a retirada de hoje foi tão grande investir com você realmente mudou minha vida esta semana a retirada foi de $ 100.000 obrigado pelo bom trabalho @mistywelsh_finance.fx,"['retirada', 'hoje', 'tão', 'grande', 'investir', 'realmente', 'mudou', 'vida', 'semana', 'retirada', 'obrigado', 'bom', 'trabalho']",0.0,0.0,1.0
"""2022-02-28 08:26:00""",lotfitati,@btgpactual hoje opera?,NEUTRAL,comentário,0,40,https://www.instagram.com/p/CahD9mvLIRt/#17937917731935524,0,0,@btgpactual hoje opera?,"['hoje', 'opera']",0.0,0.0,1.0
"""2022-02-28 08:23:00""",mmarinaribeiro,@btgpactual na quarta não é a partir das 13h?,NEUTRAL,comentário,0,30,https://www.instagram.com/p/CahD9mvLIRt/#17930182090959209,0,0,@btgpactual na quarta não é a partir das 13h?,"['quarta', 'partir']",0.0,0.0,1.0
"""2022-02-28 08:19:00""",digobaretta,Errrrou hahahahahhaha,NEGATIVE,comentário,0,17,https://www.instagram.com/p/CahD9mvLIRt/#18048909181313214,0,0,Errrrou hahahahahhaha,"['errrrou', 'hahahahahhaha']",0.0,0.0,1.0
"""2022-02-28 08:19:00""",digobaretta,"""28 e 01 não tem operações, dia 02 apartir das 13h!""",NEGATIVE,comentário,0,17,https://www.instagram.com/p/CahD9mvLIRt/#17952583855677730,0,0,"""28 e 01 não tem operações, dia 02 apartir das 13h!""","['operações', 'dia', 'apartir']",0.0,0.0,1.0
"""2022-02-28 07:27:00""",gustavopaulinno,"Retifiquem a informação, quarta feira haverá operações sim, a partir das 13h.",POSITIVE,comentário,0,31,https://www.instagram.com/p/CahD9mvLIRt/#17954785348635563,0,0,"Retifiquem a informação, quarta feira haverá operações sim, a partir das 13h.","['retifiquem', 'informação', 'quarta', 'feira', 'haverá', 'operações', 'sim', 'partir']",0.0,0.0,1.0
"""2022-02-28 07:27:00""",eduardoviieiira9,@btgpactual e hoje?,NEUTRAL,comentário,0,39,https://www.instagram.com/p/CahD9mvLIRt/#17938650544924169,0,0,@btgpactual e hoje?,['hoje'],0.0,0.0,1.0
"""2022-02-28 07:03:00""",gabrielserafimr,"Quarta, dia 02, abre a partir das 13h",NEUTRAL,comentário,0,32,https://www.instagram.com/p/CahD9mvLIRt/#17931233474076558,0,0,"Quarta, dia 02, abre a partir das 13h","['quarta', 'dia', 'abre', 'partir']",0.0,0.0,1.0
"""2022-02-28 00:59:00""",elieldiniz,🚀🚀🚀,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17934806167887636,0,0,foguete foguete foguete ,"['foguete', 'foguete', 'foguete']",0.0,0.0,1.0
"""2022-02-27 16:45:00""",arlindocorreia,@cecilioandrade 😂😂😂😂😂,NEUTRAL,resposta,0,49,https://www.instagram.com/p/CZgzo3Euhu-/#17967209413539804,0,0,@cecilioandrade muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado ,"['cecilioandrade', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado']",0.0,0.0,1.0
"""2022-02-27 14:53:00""",pablodhiegocsa,"Melhor banco de todos os bancos digitais 👏👏👏, uso e não me arrependo boto meu dinheiro lá com muita confiança, só de não cobra taxa de saques já é ótimo.",POSITIVE,comentário,0,46,https://www.instagram.com/p/Caam9B1rZNp/#17866383740673766,0,0,"Melhor banco de todos os bancos digitais palmas palmas palmas , uso e não me arrependo boto meu dinheiro lá com muita confiança, só de não cobra taxa de saques já é ótimo.","['melhor', 'todos', 'bancos', 'digitais', 'palmas', 'palmas', 'palmas', 'uso', 'arrependo', 'boto', 'dinheiro', 'lá', 'muita', 'confiança', 'cobra', 'taxa', 'saques', 'ótimo']",0.0,0.0,1.0
"""2022-02-27 13:02:00""",cecilioandrade,@arlindocorreia 😂,NEUTRAL,resposta,1,50,https://www.instagram.com/p/CZgzo3Euhu-/#17941094287788409,0,0,@arlindocorreia muitoEngraçado ,"['arlindocorreia', 'muitoengraçado']",0.0,0.0,1.0
"""2022-02-27 13:02:00""",arlindocorreia,@cecilioandrade 😂😂😂😂😂😂😂😂😂😂😂😂,NEUTRAL,resposta,1,53,https://www.instagram.com/p/CZgzo3Euhu-/#17995966309423276,0,0,@cecilioandrade muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado muitoEngraçado ,"['cecilioandrade', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado', 'muitoengraçado']",0.0,0.0,1.0
"""2022-02-27 01:18:00""",dosantosthiago,O negócio é @btgpactual ! Abre conta pelo link da minha bio que o assessor está pronto pra te auxiliar 💪,POSITIVE,comentário,0,38,https://www.instagram.com/p/CaXNybOrac2/#18038587114324695,0,0,O negócio é @btgpactual ! Abre conta pelo link da minha bio que o assessor está pronto pra te auxiliar 💪,"['negócio', 'abre', 'conta', 'link', 'bio', 'assessor', 'pronto', 'auxiliar']",0.0,0.0,1.0
"""2022-02-26 21:47:00""",joaovictor_lr7,Vão aumentar a taxa de corretagem? Recebi um e-mail avisando.,POSITIVE,comentário,1,55,https://www.instagram.com/p/Caam9B1rZNp/#18184346176163159,0,0,Vão aumentar a taxa de corretagem? Recebi um e-mail avisando.,"['vão', 'aumentar', 'taxa', 'corretagem', 'recebi', 'avisando']",0.0,0.0,1.0
"""2022-02-26 15:39:00""",andersonseta,"@caiocaito concordo, não sei pra que ter um aplicativo pra cada coisa... Um pra conta investimento, um pra home broker, um pro banco digital",POSITIVE,resposta,0,38,https://www.instagram.com/p/CaR1j2TuPpD/#17926789640137859,0,0,"@caiocaito concordo, não sei pra que ter um aplicativo pra cada coisa... Um pra conta investimento, um pra home broker, um pro banco digital","['caiocaito', 'concordo', 'sei', 'ter', 'aplicativo', 'cada', 'coisa', 'conta', 'investimento', 'home', 'broker', 'pro', 'digital']",0.0,0.0,1.0
"""2022-02-26 11:52:00""",pedroikkan,@lmarquine eu já enviei minhas solicitações de transferência de custódia para migrar para a @btgpactual,NEUTRAL,comentário,0,40,https://www.instagram.com/p/CaQBo8Rpc0M/#17915166776472947,0,0,@lmarquine eu já enviei minhas solicitações de transferência de custódia para migrar para a @btgpactual,"['lmarquine', 'enviei', 'solicitações', 'transferência', 'custódia', 'migrar']",0.0,0.0,1.0
"""2022-02-26 00:26:00""",marcelo.flora,👏👏👏👏🚀🚀🚀🚀🚀,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17926711010141254,0,0,palmas palmas palmas palmas foguete foguete foguete foguete foguete ,"['palmas', 'palmas', 'palmas', 'palmas', 'foguete', 'foguete', 'foguete', 'foguete', 'foguete']",0.0,0.0,1.0
"""2022-02-25 23:23:00""",patrocinem_o_pietrofittipaldi,#ApoiePietroFittipaldi,NEUTRAL,comentário,0,23,https://www.instagram.com/p/Caam9B1rZNp/#17914841432201741,0,0,#ApoiePietroFittipaldi,['apoiepietrofittipaldi'],0.0,0.0,1.0
"""2022-02-25 20:25:00""",mirna_economirna,"@teixeiragilmarvasconcelos você tem algumas alternativas, como o Tesouro Selic e os CDBs com liquidez diária e que pagam pelo menos 100% do CDI. No @btgpactual você encontra esses investimentos ☺️",POSITIVE,comentário,1,72,https://www.instagram.com/p/CaGNoF-M5Uh/#17914348751346645,0,0,"@teixeiragilmarvasconcelos você tem algumas alternativas, como o Tesouro Selic e os CDBs com liquidez diária e que pagam pelo menos 100% do CDI. No @btgpactual você encontra esses investimentos ☺️","['teixeiragilmarvasconcelos', 'algumas', 'alternativas', 'tesouro', 'selic', 'cdbs', 'liquidez', 'diária', 'pagam', 'menos', 'cdi', 'encontra', 'investimentos']",0.0,0.0,1.0
"""2022-02-25 20:05:00""",jesusdeandrade,Um fiasco!!! Grandes nomes...,NEGATIVE,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17980853440481149,0,0,Um fiasco!!! Grandes nomes...,"['fiasco', 'grandes', 'nomes']",0.0,0.0,1.0
"""2022-02-25 20:05:00""",andre.kliousoff,Foi incrível! 💙💙,POSITIVE,comentário,0,14,https://www.instagram.com/p/Caam9B1rZNp/#17848017125712090,0,0,Foi incrível! coração azul coração azul ,"['incrível', 'coração', 'azul', 'coração', 'azul']",0.0,0.0,1.0
"""2022-02-25 19:35:00""",mirna_economirna,👏👏👏💙,NEUTRAL,comentário,0,15,https://www.instagram.com/p/Caam9B1rZNp/#17909468213426725,0,0,palmas palmas palmas coração azul ,"['palmas', 'palmas', 'palmas', 'coração', 'azul']",0.0,0.0,1.0
"""2022-02-25 19:35:00""",gustavopaulinno,Excelente🚀👏👏,NEUTRAL,comentário,0,9,https://www.instagram.com/p/Caam9B1rZNp/#17961752074583175,0,0,Excelentefoguete palmas palmas ,"['excelentefoguete', 'palmas', 'palmas']",0.0,0.0,1.0
"""2022-02-25 18:51:00""",rafaelperaarq,alo bilionarios brasileiros @lucianohangbr @abilio_diniz @pgmsilviosantos @itau @fundacaolemann @btgpactual,NEUTRAL,comentário,1,51,https://www.instagram.com/p/Caah7wlPFqv/#17920206251327815,0,0,alo bilionarios brasileiros @lucianohangbr @abilio_diniz @pgmsilviosantos @itau @fundacaolemann @btgpactual,"['alo', 'bilionarios', 'brasileiros', 'lucianohangbr', 'pgmsilviosantos', 'itau', 'fundacaolemann']",0.0,0.0,1.0
"""2022-02-25 18:02:00""",melodavidcardosode,Boicote ao @btgpactual,NEUTRAL,comentário,0,19,https://www.instagram.com/p/CaaeAisPku0/#18199547623183039,0,0,Boicote ao @btgpactual,['boicote'],0.0,0.0,1.0
"""2022-02-25 17:49:00""",marthaleonardis,Obrigada pelo comprometimento sempre com o @btgpactual,POSITIVE,comentário,0,11,https://www.instagram.com/p/Caad217uXUT/#18038768131326363,0,0,Obrigada pelo comprometimento sempre com o @btgpactual,"['obrigada', 'comprometimento', 'sempre']",0.0,0.0,1.0
"""2022-02-25 16:32:00""",cecilioandrade,@arlindocorreia vaza!!!,NEGATIVE,resposta,0,40,https://www.instagram.com/p/CZgzo3Euhu-/#17914865492207504,0,0,@arlindocorreia vaza!!!,"['arlindocorreia', 'vaza']",0.0,0.0,1.0
"""2022-02-25 16:05:00""",mirna_economirna,@fabiojunior1976 no @btgpactual você pode abrir gratuitamente a sua conta 🤩,POSITIVE,comentário,1,55,https://www.instagram.com/p/CaYEL-kJ45l/#17909535479396472,0,0,@fabiojunior1976 no @btgpactual você pode abrir gratuitamente a sua conta maravilhado ,"['pode', 'abrir', 'gratuitamente', 'conta', 'maravilhado']",0.0,0.0,1.0
"""2022-02-25 14:49:00""",budrose13,"Palmeiras vcs querem fazer uma liga de futebol com o @btgpactual sem o @botafogo? o forte futebol também parece que excluiu o botafogo? aí querem arrumar 1 bilhão? Kkkkkkkkk, o John Textor assim vai comprar, vamos subir o sarrafo srs, liga não é pra ninguém mandar em ninguém foi assim q começou a falência do futebol brasileiro, querer ser o dono, o flamengo tem muito essa mania, inclua o botafogo aí fazendo o favor, vai por mim. 🔥",NEUTRAL,comentário,1,61,https://www.instagram.com/p/CaaA0X0ujyR/#17998252039411579,0,0,"Palmeiras vcs querem fazer uma liga de futebol com o @btgpactual sem o @botafogo? o forte futebol também parece que excluiu o botafogo? aí querem arrumar 1 bilhão? Kkkkkkkkk, o John Textor assim vai comprar, vamos subir o sarrafo srs, liga não é pra ninguém mandar em ninguém foi assim q começou a falência do futebol brasileiro, querer ser o dono, o flamengo tem muito essa mania, inclua o botafogo aí fazendo o favor, vai por mim. fogo ","['palmeiras', 'querem', 'fazer', 'liga', 'futebol', 'botafogo', 'forte', 'futebol', 'parece', 'excluiu', 'botafogo', 'aí', 'querem', 'arrumar', 'bilhão', 'kkkkkkkkk', 'john', 'textor', 'assim', 'vai', 'comprar', 'vamos', 'subir', 'sarrafo', 'srs', 'liga', 'ninguém', 'mandar', 'ninguém', 'assim', 'começou', 'falência', 'futebol', 'brasileiro', 'querer', 'dono', 'flamengo', 'mania', 'inclua', 'botafogo', 'aí', 'fazendo', 'favor', 'vai', 'mim', 'fogo']",0.0,0.0,1.0
